data,retEW094_10a_cap1,retEW097_10a_cap1,ret_10a_cap1,ret_egarch_norm_10a_cap1,ret_egarch_std_10a_cap1,ret_gjr_norm_10a_cap1,retEW094_12a_cap1,retEW097_12a_cap1,ret_12a_cap1,ret_egarch_norm_12a_cap1,ret_egarch_std_12a_cap1,ret_gjr_norm_12a_cap1,retEW094_15a_cap1,retEW097_15a_cap1,ret_15a_cap1,ret_egarch_norm_15a_cap1,ret_egarch_std_15a_cap1,ret_gjr_norm_15a_cap1,retEW094_10a_cap15,retEW097_10a_cap15,ret_10a_cap15,ret_egarch_norm_10a_cap15,ret_egarch_std_10a_cap15,ret_gjr_norm_10a_cap15,retEW094_12a_cap15,retEW097_12a_cap15,ret_12a_cap15,ret_egarch_norm_12a_cap15,ret_egarch_std_12a_cap15,ret_gjr_norm_12a_cap15,retEW094_15a_cap15,retEW097_15a_cap15,ret_15a_cap15,ret_egarch_norm_15a_cap15,ret_egarch_std_15a_cap15,ret_gjr_norm_15a_cap15
2011-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-05,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.0031631441170508357,0.0031631441170508357,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.0037957729404610023,0.0037957729404610023,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.004744716175576254,0.004744716175576254,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.0031631441170508357,0.0031631441170508357,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.0037957729404610023,0.0037957729404610023,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.007891005392241857,0.004744716175576254,0.004744716175576254
2011-01-06,-0.0033795909778112777,-0.0034236586421607126,-0.0033795909778112777,-0.0033795909778112777,-0.0035033743829442536,-0.0035033743829442536,-0.004055509173373533,-0.004108390370592854,-0.004055509173373533,-0.004055509173373533,-0.004204049259533104,-0.004204049259533104,-0.005069386466716917,-0.005135487963241069,-0.005069386466716917,-0.005069386466716917,-0.00525506157441638,-0.00525506157441638,-0.0033795909778112777,-0.0034236586421607126,-0.0033795909778112777,-0.0033795909778112777,-0.0035033743829442536,-0.0035033743829442536,-0.004055509173373533,-0.004108390370592854,-0.004055509173373533,-0.004055509173373533,-0.004204049259533104,-0.004204049259533104,-0.005069386466716917,-0.005135487963241069,-0.005069386466716917,-0.005069386466716917,-0.00525506157441638,-0.00525506157441638
2011-01-07,-0.0018389585341726917,-0.0018845651969992053,-0.0018389585341726917,-0.0018389585341726917,-0.0019247123952053644,-0.0019247123952053644,-0.0022067502410072297,-0.002261478236399046,-0.0022067502410072297,-0.0022067502410072297,-0.002309654874246437,-0.002309654874246437,-0.0027584378012590377,-0.002826847795498808,-0.0027584378012590377,-0.0027584378012590377,-0.0028870685928080466,-0.0028870685928080466,-0.0018389585341726917,-0.0018845651969992053,-0.0018389585341726917,-0.0018389585341726917,-0.0019247123952053644,-0.0019247123952053644,-0.0022067502410072297,-0.002261478236399046,-0.0022067502410072297,-0.0022067502410072297,-0.002309654874246437,-0.002309654874246437,-0.0027584378012590377,-0.002826847795498808,-0.0027584378012590377,-0.0027584378012590377,-0.0028870685928080466,-0.0028870685928080466
2011-01-10,-1.1672755554016279e-4,-1.2087568791784055e-4,-1.1672755554016279e-4,-1.1672755554016279e-4,-1.2430225568857105e-4,-1.2430225568857105e-4,-1.4007306664819534e-4,-1.4505082550140863e-4,-1.4007306664819534e-4,-1.4007306664819534e-4,-1.4916270682628524e-4,-1.4916270682628524e-4,-1.750913333102442e-4,-1.8131353187676085e-4,-1.750913333102442e-4,-1.750913333102442e-4,-1.8645338353285657e-4,-1.8645338353285657e-4,-1.1672755554016279e-4,-1.2087568791784055e-4,-1.1672755554016279e-4,-1.1672755554016279e-4,-1.2430225568857105e-4,-1.2430225568857105e-4,-1.4007306664819534e-4,-1.4505082550140863e-4,-1.4007306664819534e-4,-1.4007306664819534e-4,-1.4916270682628524e-4,-1.4916270682628524e-4,-1.750913333102442e-4,-1.8131353187676085e-4,-1.750913333102442e-4,-1.750913333102442e-4,-1.8645338353285657e-4,-1.8645338353285657e-4
2011-01-11,0.0023081681894919588,0.002424071938810402,0.0023081681894919588,0.0023081681894919588,0.002500208222313086,0.002500208222313086,0.0027698018273903504,0.002908886326572482,0.0027698018273903504,0.0027698018273903504,0.0030002498667757033,0.0030002498667757033,0.0034622522842379377,0.003636107908215603,0.0034622522842379377,0.0034622522842379377,0.0037503123334696295,0.0037503123334696295,0.0023081681894919588,0.002424071938810402,0.0023081681894919588,0.0023081681894919588,0.002500208222313086,0.002500208222313086,0.0027698018273903504,0.002908886326572482,0.0027698018273903504,0.0027698018273903504,0.0030002498667757033,0.0030002498667757033,0.0034622522842379377,0.003636107908215603,0.0034622522842379377,0.0034622522842379377,0.0037503123334696295,0.0037503123334696295
2011-01-12,0.007768242629820578,0.008287427612125215,0.007768242629820578,0.007768242629820578,0.008505413650373978,0.008505413650373978,0.009321891155784693,0.009944913134550258,0.009321891155784693,0.009321891155784693,0.010206496380448772,0.010206496380448772,0.011652363944730867,0.012431141418187824,0.011652363944730867,0.011652363944730867,0.012758120475560967,0.012758120475560967,0.007768242629820578,0.008287427612125215,0.007768242629820578,0.007768242629820578,0.008505413650373978,0.008505413650373978,0.009321891155784693,0.009944913134550258,0.009321891155784693,0.009321891155784693,0.010206496380448772,0.010206496380448772,0.011652363944730867,0.012431141418187824,0.011652363944730867,0.011652363944730867,0.012758120475560967,0.012758120475560967
2011-01-13,-0.006002979800017498,-0.00648705784792102,-0.006002979800017498,-0.006002979800017498,-0.006338647339817337,-0.006338647339817337,-0.007203575760020996,-0.0077844694175052236,-0.007203575760020996,-0.007203575760020996,-0.007606376807780804,-0.007606376807780804,-0.009004469700026246,-0.00973058677188153,-0.009004469700026246,-0.009004469700026246,-0.009507971009726005,-0.009507971009726005,-0.006002979800017498,-0.00648705784792102,-0.006002979800017498,-0.006002979800017498,-0.006338647339817337,-0.006338647339817337,-0.007203575760020996,-0.0077844694175052236,-0.007203575760020996,-0.007203575760020996,-0.007606376807780804,-0.007606376807780804,-0.009004469700026246,-0.00973058677188153,-0.009004469700026246,-0.009004469700026246,-0.009507971009726005,-0.009507971009726005
2011-01-14,0.0015552584243212443,0.0016552880591439991,0.0015552584243212443,0.0015552584243212443,0.0016539444256483363,0.0016539444256483363,0.001866310109185493,0.001986345670972799,0.001866310109185493,0.001866310109185493,0.0019847333107780034,0.0019847333107780034,0.002332887636481867,0.0024829320887159987,0.002332887636481867,0.002332887636481867,0.0024809166384725046,0.0024809166384725046,0.0015552584243212443,0.0016552880591439991,0.0015552584243212443,0.0015552584243212443,0.0016539444256483363,0.0016539444256483363,0.001866310109185493,0.001986345670972799,0.001866310109185493,0.001866310109185493,0.0019847333107780034,0.0019847333107780034,0.002332887636481867,0.0024829320887159987,0.002332887636481867,0.002332887636481867,0.0024809166384725046,0.0024809166384725046
2011-01-17,-0.0012532603664409665,-0.0013309172362283427,-0.0012532603664409665,-0.0012532603664409665,-0.0013697372417392618,-0.0013697372417392618,-0.0015039124397291596,-0.001597100683474011,-0.0015039124397291596,-0.0015039124397291596,-0.001643684690087114,-0.001643684690087114,-0.0018798905496614493,-0.001996375854342514,-0.0018798905496614493,-0.0018798905496614493,-0.002054605862608893,-0.002054605862608893,-0.0012532603664409665,-0.0013309172362283427,-0.0012532603664409665,-0.0012532603664409665,-0.0013697372417392618,-0.0013697372417392618,-0.0015039124397291596,-0.001597100683474011,-0.0015039124397291596,-0.0015039124397291596,-0.001643684690087114,-0.001643684690087114,-0.0018798905496614493,-0.001996375854342514,-0.0018798905496614493,-0.0018798905496614493,-0.002054605862608893,-0.002054605862608893
2011-01-18,0.0010322237750708084,0.001112152370027255,0.0010322237750708084,0.0010322237750708084,0.0011453654389564538,0.0011453654389564538,0.00123866853008497,0.001334582844032706,0.00123866853008497,0.00123866853008497,0.0013744385267477448,0.0013744385267477448,0.0015483356626062124,0.0016682285550408827,0.0015483356626062124,0.0015483356626062124,0.001718048158434681,0.001718048158434681,0.0010322237750708084,0.001112152370027255,0.0010322237750708084,0.0010322237750708084,0.0011453654389564538,0.0011453654389564538,0.00123866853008497,0.001334582844032706,0.00123866853008497,0.00123866853008497,0.0013744385267477448,0.0013744385267477448,0.0015483356626062124,0.0016682285550408827,0.0015483356626062124,0.0015483356626062124,0.001718048158434681,0.001718048158434681
2011-01-19,-0.0055931472029999395,-0.006116267978068136,-0.0055931472029999395,-0.0055931472029999395,-0.006301819456169328,-0.006301819456169328,-0.006711776643599928,-0.0073395215736817634,-0.006711776643599928,-0.006711776643599928,-0.007562183347403193,-0.007562183347403193,-0.00838972080449991,-0.009174401967102204,-0.00838972080449991,-0.00838972080449991,-0.009452729184253992,-0.009452729184253992,-0.0055931472029999395,-0.006116267978068136,-0.0055931472029999395,-0.0055931472029999395,-0.006301819456169328,-0.006301819456169328,-0.006711776643599928,-0.0073395215736817634,-0.006711776643599928,-0.006711776643599928,-0.007562183347403193,-0.007562183347403193,-0.00838972080449991,-0.009174401967102204,-0.00838972080449991,-0.00838972080449991,-0.009452729184253992,-0.009452729184253992
