data,toEW094_10a_cap1,toEW097_10a_cap1,to_10a_cap1,to_egarch_norm_10a_cap1,to_egarch_std_10a_cap1,to_gjr_norm_10a_cap1,toEW094_12a_cap1,toEW097_12a_cap1,to_12a_cap1,to_egarch_norm_12a_cap1,to_egarch_std_12a_cap1,to_gjr_norm_12a_cap1,toEW094_15a_cap1,toEW097_15a_cap1,to_15a_cap1,to_egarch_norm_15a_cap1,to_egarch_std_15a_cap1,to_gjr_norm_15a_cap1,toEW094_10a_cap15,toEW097_10a_cap15,to_10a_cap15,to_egarch_norm_10a_cap15,to_egarch_std_10a_cap15,to_gjr_norm_10a_cap15,toEW094_12a_cap15,toEW097_12a_cap15,to_12a_cap15,to_egarch_norm_12a_cap15,to_egarch_std_12a_cap15,to_gjr_norm_12a_cap15,toEW094_15a_cap15,toEW097_15a_cap15,to_15a_cap15,to_egarch_norm_15a_cap15,to_egarch_std_15a_cap15,to_gjr_norm_15a_cap15
2011-01-18,0.006253912981757315,0.013683931966096075,0.006253912981757315,0.006253912981757315,0.014316072421482251,0.014316072421482251,0.007504695578108844,0.016420718359315356,0.007504695578108844,0.007504695578108844,0.017179286905778635,0.017179286905778635,0.009380869472636055,0.020525897949144056,0.009380869472636055,0.009380869472636055,0.021474108632223432,0.021474108632223432,0.006253912981757315,0.013683931966096075,0.006253912981757315,0.006253912981757315,0.014316072421482251,0.014316072421482251,0.007504695578108844,0.016420718359315356,0.007504695578108844,0.007504695578108844,0.017179286905778635,0.017179286905778635,0.009380869472636055,0.020525897949144056,0.009380869472636055,0.009380869472636055,0.021474108632223432,0.021474108632223432
2011-01-19,0.006435658621528728,0.014316072421482251,0.006435658621528728,0.006435658621528728,2.0251762371215065e-4,2.0251762371215065e-4,0.0077227903458344516,0.017179286905778635,0.0077227903458344516,0.0077227903458344516,2.430211484546474e-4,2.430211484546474e-4,0.009653487932293037,0.021474108632223432,0.009653487932293037,0.009653487932293037,3.03776435568337e-4,3.03776435568337e-4,0.006435658621528728,0.014316072421482251,0.006435658621528728,0.006435658621528728,2.0251762371215065e-4,2.0251762371215065e-4,0.0077227903458344516,0.017179286905778635,0.0077227903458344516,0.0077227903458344516,2.430211484546474e-4,2.430211484546474e-4,0.009653487932293037,0.021474108632223432,0.009653487932293037,0.009653487932293037,3.03776435568337e-4,3.03776435568337e-4
2011-01-20,0.0011695863454387334,2.0251762371215065e-4,0.0011695863454387334,0.0011695863454387334,0.009332011431212595,0.009332011431212595,0.0014035036145264579,2.430211484546474e-4,0.0014035036145264579,0.0014035036145264579,0.011198413717455113,0.011198413717455113,0.0017543795181580446,3.03776435568337e-4,0.0017543795181580446,0.0017543795181580446,0.01399801714681892,0.01399801714681892,0.0011695863454387334,2.0251762371215065e-4,0.0011695863454387334,0.0011695863454387334,0.009332011431212595,0.009332011431212595,0.0014035036145264579,2.430211484546474e-4,0.0014035036145264579,0.0014035036145264579,0.011198413717455113,0.011198413717455113,0.0017543795181580446,3.03776435568337e-4,0.0017543795181580446,0.0017543795181580446,0.01399801714681892,0.01399801714681892
2011-01-21,0.00462674318057793,0.009332011431212595,0.00462674318057793,0.00462674318057793,0.012165608477028578,0.012165608477028578,0.005552091816693583,0.011198413717455113,0.005552091816693583,0.005552091816693583,0.014598730172434404,0.014598730172434404,0.006940114770866979,0.01399801714681892,0.006940114770866979,0.006940114770866979,0.018248412715542894,0.018248412715542894,0.00462674318057793,0.009332011431212595,0.00462674318057793,0.00462674318057793,0.012165608477028578,0.012165608477028578,0.005552091816693583,0.011198413717455113,0.005552091816693583,0.005552091816693583,0.014598730172434404,0.014598730172434404,0.006940114770866979,0.01399801714681892,0.006940114770866979,0.006940114770866979,0.018248412715542894,0.018248412715542894
2011-01-24,0.005637351858066464,0.012165608477028578,0.005637351858066464,0.005637351858066464,0.01247119559273635,0.01247119559273635,0.006764822229679668,0.014598730172434404,0.006764822229679668,0.006764822229679668,0.014965434711283532,0.014965434711283532,0.00845602778709964,0.018248412715542894,0.00845602778709964,0.00845602778709964,0.018706793389104526,0.018706793389104526,0.005637351858066464,0.012165608477028578,0.005637351858066464,0.005637351858066464,0.01247119559273635,0.01247119559273635,0.006764822229679668,0.014598730172434404,0.006764822229679668,0.006764822229679668,0.014965434711283532,0.014965434711283532,0.00845602778709964,0.018248412715542894,0.00845602778709964,0.00845602778709964,0.018706793389104526,0.018706793389104526
2011-01-26,0.005738470418322261,0.01247119559273635,0.005738470418322261,0.005738470418322261,0.0014037026321709334,0.0014037026321709334,0.006886164501986758,0.014965434711283532,0.006886164501986758,0.006886164501986758,0.0016844431586051645,0.0016844431586051645,0.008607705627483475,0.018706793389104526,0.008607705627483475,0.008607705627483475,0.002105553948256511,0.002105553948256511,0.005738470418322261,0.01247119559273635,0.005738470418322261,0.005738470418322261,0.0014037026321709334,0.0014037026321709334,0.006886164501986758,0.014965434711283532,0.006886164501986758,0.006886164501986758,0.0016844431586051645,0.0016844431586051645,0.008607705627483475,0.018706793389104526,0.008607705627483475,0.008607705627483475,0.002105553948256511,0.002105553948256511
2011-01-27,0.0020793446161345708,0.0014037026321709334,0.0020793446161345708,0.0020793446161345708,0.0058388957722856905,0.0058388957722856905,0.0024952135393614405,0.0016844431586051645,0.0024952135393614405,0.0024952135393614405,0.007006674926742784,0.007006674926742784,0.0031190169242018007,0.002105553948256511,0.0031190169242018007,0.0031190169242018007,0.008758343658428425,0.008758343658428425,0.0020793446161345708,0.0014037026321709334,0.0020793446161345708,0.0020793446161345708,0.0058388957722856905,0.0058388957722856905,0.0024952135393614405,0.0016844431586051645,0.0024952135393614405,0.0024952135393614405,0.007006674926742784,0.007006674926742784,0.0031190169242018007,0.002105553948256511,0.0031190169242018007,0.0031190169242018007,0.008758343658428425,0.008758343658428425
2011-01-28,0.0035615360753298297,0.0058388957722856905,0.0035615360753298297,0.0035615360753298297,0.027964105511200932,0.027964105511200932,0.004273843290395818,0.007006674926742784,0.004273843290395818,0.004273843290395818,0.03355692661344112,0.03355692661344112,0.005342304112994745,0.008758343658428425,0.005342304112994745,0.005342304112994745,0.04194615826680148,0.04194615826680148,0.0035615360753298297,0.0058388957722856905,0.0035615360753298297,0.0035615360753298297,0.027964105511200932,0.027964105511200932,0.004273843290395818,0.007006674926742784,0.004273843290395818,0.004273843290395818,0.03355692661344112,0.03355692661344112,0.005342304112994745,0.008758343658428425,0.005342304112994745,0.005342304112994745,0.04194615826680148,0.04194615826680148
2011-01-31,0.00827279389764951,0.027964105511200932,0.00827279389764951,0.00827279389764951,0.015079059491027225,0.015079059491027225,0.009927352677179369,0.03355692661344112,0.009927352677179369,0.009927352677179369,0.018094871389232714,0.018094871389232714,0.012409190846474294,0.04194615826680148,0.012409190846474294,0.012409190846474294,0.02261858923654092,0.02261858923654092,0.00827279389764951,0.027964105511200932,0.00827279389764951,0.00827279389764951,0.015079059491027225,0.015079059491027225,0.009927352677179369,0.03355692661344112,0.009927352677179369,0.009927352677179369,0.018094871389232714,0.018094871389232714,0.012409190846474294,0.04194615826680148,0.012409190846474294,0.012409190846474294,0.02261858923654092,0.02261858923654092
2011-02-01,0.006728064980860149,0.015079059491027225,0.006728064980860149,0.006728064980860149,0.031078625875328725,0.031078625875328725,0.008073677977032179,0.018094871389232714,0.008073677977032179,0.008073677977032179,0.03729435105039447,0.03729435105039447,0.010092097471290251,0.02261858923654092,0.010092097471290251,0.010092097471290251,0.04661793881299314,0.04661793881299314,0.006728064980860149,0.015079059491027225,0.006728064980860149,0.006728064980860149,0.031078625875328725,0.031078625875328725,0.008073677977032179,0.018094871389232714,0.008073677977032179,0.008073677977032179,0.03729435105039447,0.03729435105039447,0.010092097471290251,0.02261858923654092,0.010092097471290251,0.010092097471290251,0.04661793881299314,0.04661793881299314
2011-02-02,0.01039084756736336,0.031078625875328725,0.01039084756736336,0.01039084756736336,0.015722598633780782,0.015722598633780782,0.012469017080836031,0.03729435105039447,0.012469017080836031,0.012469017080836031,0.018867118360536894,0.018867118360536894,0.015586271351045067,0.04661793881299314,0.015586271351045067,0.015586271351045067,0.023583897950671062,0.023583897950671062,0.01039084756736336,0.031078625875328725,0.01039084756736336,0.01039084756736336,0.015722598633780782,0.015722598633780782,0.012469017080836031,0.03729435105039447,0.012469017080836031,0.012469017080836031,0.018867118360536894,0.018867118360536894,0.015586271351045067,0.04661793881299314,0.015586271351045067,0.015586271351045067,0.023583897950671062,0.023583897950671062
2011-02-03,0.005589283891626495,0.015722598633780782,0.005589283891626495,0.005589283891626495,0.014566036670617122,0.014566036670617122,0.006707140669951817,0.018867118360536894,0.006707140669951817,0.006707140669951817,0.017479244004740546,0.017479244004740546,0.008383925837439632,0.023583897950671062,0.008383925837439632,0.008383925837439632,0.02184905500592571,0.02184905500592571,0.005589283891626495,0.015722598633780782,0.005589283891626495,0.005589283891626495,0.014566036670617122,0.014566036670617122,0.006707140669951817,0.018867118360536894,0.006707140669951817,0.006707140669951817,0.017479244004740546,0.017479244004740546,0.008383925837439632,0.023583897950671062,0.008383925837439632,0.008383925837439632,0.02184905500592571,0.02184905500592571
2011-02-04,0.006751711280089445,0.014566036670617122,0.006751711280089445,0.006751711280089445,0.0286759163903611,0.0286759163903611,0.008102053536107379,0.017479244004740546,0.008102053536107379,0.008102053536107379,0.034411099668433365,0.034411099668433365,0.010127566920134168,0.02184905500592571,0.010127566920134168,0.010127566920134168,0.043013874585541734,0.043013874585541734,0.006751711280089445,0.014566036670617122,0.006751711280089445,0.006751711280089445,0.0286759163903611,0.0286759163903611,0.008102053536107379,0.017479244004740546,0.008102053536107379,0.008102053536107379,0.034411099668433365,0.034411099668433365,0.010127566920134168,0.02184905500592571,0.010127566920134168,0.010127566920134168,0.043013874585541734,0.043013874585541734
2011-02-07,0.011468226608239929,0.0286759163903611,0.011468226608239929,0.011468226608239929,0.013830844869430092,0.013830844869430092,0.013761871929887981,0.034411099668433365,0.013761871929887981,0.013761871929887981,0.016597013843316022,0.016597013843316022,0.017202339912359865,0.043013874585541734,0.017202339912359865,0.017202339912359865,0.020746267304145083,0.020746267304145083,0.011468226608239929,0.0286759163903611,0.011468226608239929,0.011468226608239929,0.013830844869430092,0.013830844869430092,0.013761871929887981,0.034411099668433365,0.013761871929887981,0.013761871929887981,0.016597013843316022,0.016597013843316022,0.017202339912359865,0.043013874585541734,0.017202339912359865,0.017202339912359865,0.020746267304145083,0.020746267304145083
2011-02-08,0.006550148655152466,0.013830844869430092,0.006550148655152466,0.006550148655152466,0.014099756595601254,0.014099756595601254,0.007860178386182914,0.016597013843316022,0.007860178386182914,0.007860178386182914,0.016919707914721527,0.016919707914721527,0.009825222982728588,0.020746267304145083,0.009825222982728588,0.009825222982728588,0.021149634893401936,0.021149634893401936,0.006550148655152466,0.013830844869430092,0.006550148655152466,0.006550148655152466,0.014099756595601254,0.014099756595601254,0.007860178386182914,0.016597013843316022,0.007860178386182914,0.007860178386182914,0.016919707914721527,0.016919707914721527,0.009825222982728588,0.020746267304145083,0.009825222982728588,0.009825222982728588,0.021149634893401936,0.021149634893401936
2011-02-09,0.006590272727176327,0.014099756595601254,0.006590272727176327,0.006590272727176327,0.029425063605790724,0.029425063605790724,0.007908327272611704,0.016919707914721527,0.007908327272611704,0.007908327272611704,0.035310076326948825,0.035310076326948825,0.009885409090764519,0.021149634893401936,0.009885409090764519,0.009885409090764519,0.044137595408686,0.044137595408686,0.006590272727176327,0.014099756595601254,0.006590272727176327,0.006590272727176327,0.029425063605790724,0.029425063605790724,0.007908327272611704,0.016919707914721527,0.007908327272611704,0.007908327272611704,0.035310076326948825,0.035310076326948825,0.009885409090764519,0.021149634893401936,0.009885409090764519,0.009885409090764519,0.044137595408686,0.044137595408686
2011-02-10,0.012058722546292533,0.029425063605790724,0.012058722546292533,0.012058722546292533,0.009352639174331767,0.009352639174331767,0.014470467055551106,0.035310076326948825,0.014470467055551106,0.014470467055551106,0.01122316700919812,0.01122316700919812,0.018088083819438827,0.044137595408686,0.018088083819438827,0.018088083819438827,0.014028958761497567,0.014028958761497567,0.012058722546292533,0.029425063605790724,0.012058722546292533,0.012058722546292533,0.009352639174331767,0.009352639174331767,0.014470467055551106,0.035310076326948825,0.014470467055551106,0.014470467055551106,0.01122316700919812,0.01122316700919812,0.018088083819438827,0.044137595408686,0.018088083819438827,0.018088083819438827,0.014028958761497567,0.014028958761497567
2011-02-11,0.004600031286806527,0.009352639174331767,0.004600031286806527,0.004600031286806527,0.0061528894393325095,0.0061528894393325095,0.005520037544167855,0.01122316700919812,0.005520037544167855,0.005520037544167855,0.007383467327198967,0.007383467327198967,0.006900046930209736,0.014028958761497567,0.006900046930209736,0.006900046930209736,0.009229334158998737,0.009229334158998737,0.004600031286806527,0.009352639174331767,0.004600031286806527,0.004600031286806527,0.0061528894393325095,0.0061528894393325095,0.005520037544167855,0.01122316700919812,0.005520037544167855,0.005520037544167855,0.007383467327198967,0.007383467327198967,0.006900046930209736,0.014028958761497567,0.006900046930209736,0.006900046930209736,0.009229334158998737,0.009229334158998737
2011-02-14,0.002301821714912222,0.0061528894393325095,0.002301821714912222,0.002301821714912222,4.629308145306932e-4,4.629308145306932e-4,0.002762186057894689,0.007383467327198967,0.002762186057894689,0.002762186057894689,5.555169774368318e-4,5.555169774368318e-4,0.0034527325723682223,0.009229334158998737,0.0034527325723682223,0.0034527325723682223,6.94396221796123e-4,6.94396221796123e-4,0.002301821714912222,0.0061528894393325095,0.002301821714912222,0.002301821714912222,4.629308145306932e-4,4.629308145306932e-4,0.002762186057894689,0.007383467327198967,0.002762186057894689,0.002762186057894689,5.555169774368318e-4,5.555169774368318e-4,0.0034527325723682223,0.009229334158998737,0.0034527325723682223,0.0034527325723682223,6.94396221796123e-4,6.94396221796123e-4
2011-02-15,1.6703161036146774e-4,4.629308145306932e-4,1.6703161036146774e-4,1.6703161036146774e-4,0.01306989505777717,0.01306989505777717,2.0043793243373909e-4,5.555169774368318e-4,2.0043793243373909e-4,2.0043793243373909e-4,0.015683874069332582,0.015683874069332582,2.505474155422016e-4,6.94396221796123e-4,2.505474155422016e-4,2.505474155422016e-4,0.019604842586665838,0.019604842586665838,1.6703161036146774e-4,4.629308145306932e-4,1.6703161036146774e-4,1.6703161036146774e-4,0.01306989505777717,0.01306989505777717,2.0043793243373909e-4,5.555169774368318e-4,2.0043793243373909e-4,2.0043793243373909e-4,0.015683874069332582,0.015683874069332582,2.505474155422016e-4,6.94396221796123e-4,2.505474155422016e-4,2.505474155422016e-4,0.019604842586665838,0.019604842586665838
2011-02-16,0.006249914948357749,0.01306989505777717,0.006249914948357749,0.006249914948357749,0.002965743648925656,0.002965743648925656,0.0074998979380292985,0.015683874069332582,0.0074998979380292985,0.0074998979380292985,0.003558892378710765,0.003558892378710765,0.00937487242253654,0.019604842586665838,0.00937487242253654,0.00937487242253654,0.004448615473388484,0.004448615473388484,0.006249914948357749,0.01306989505777717,0.006249914948357749,0.006249914948357749,0.002965743648925656,0.002965743648925656,0.0074998979380292985,0.015683874069332582,0.0074998979380292985,0.0074998979380292985,0.003558892378710765,0.003558892378710765,0.00937487242253654,0.019604842586665838,0.00937487242253654,0.00937487242253654,0.004448615473388484,0.004448615473388484
2011-02-17,7.70227204553886e-4,0.002965743648925656,7.70227204553886e-4,7.70227204553886e-4,0.012579004191289878,0.012579004191289878,9.242726454645744e-4,0.003558892378710765,9.242726454645744e-4,9.242726454645744e-4,0.015094805029547853,0.015094805029547853,0.0011553408068307736,0.004448615473388484,0.0011553408068307736,0.0011553408068307736,0.018868506286934816,0.018868506286934816,7.70227204553886e-4,0.002965743648925656,7.70227204553886e-4,7.70227204553886e-4,0.012579004191289878,0.012579004191289878,9.242726454645744e-4,0.003558892378710765,9.242726454645744e-4,9.242726454645744e-4,0.015094805029547853,0.015094805029547853,0.0011553408068307736,0.004448615473388484,0.0011553408068307736,0.0011553408068307736,0.018868506286934816,0.018868506286934816
2011-02-18,0.006003019081789407,0.012579004191289878,0.006003019081789407,0.006003019081789407,0.007491316458955788,0.007491316458955788,0.007203622898147244,0.015094805029547853,0.007203622898147244,0.007203622898147244,0.008989579750746879,0.008989579750746879,0.009004528622684083,0.018868506286934816,0.009004528622684083,0.009004528622684083,0.011236974688433654,0.011236974688433654,0.006003019081789407,0.012579004191289878,0.006003019081789407,0.006003019081789407,0.007491316458955788,0.007491316458955788,0.007203622898147244,0.015094805029547853,0.007203622898147244,0.007203622898147244,0.008989579750746879,0.008989579750746879,0.009004528622684083,0.018868506286934816,0.009004528622684083,0.009004528622684083,0.011236974688433654,0.011236974688433654
2011-02-21,0.0038486070197656375,0.007491316458955788,0.0038486070197656375,0.0038486070197656375,0.002741681259677553,0.002741681259677553,0.004618328423718787,0.008989579750746879,0.004618328423718787,0.004618328423718787,0.0032900175116130637,0.0032900175116130637,0.005772910529648456,0.011236974688433654,0.005772910529648456,0.005772910529648456,0.004112521889516385,0.004112521889516385,0.0038486070197656375,0.007491316458955788,0.0038486070197656375,0.0038486070197656375,0.002741681259677553,0.002741681259677553,0.004618328423718787,0.008989579750746879,0.004618328423718787,0.004618328423718787,0.0032900175116130637,0.0032900175116130637,0.005772910529648456,0.011236974688433654,0.005772910529648456,0.005772910529648456,0.004112521889516385,0.004112521889516385
2011-02-22,4.0629428870375683e-4,0.002741681259677553,4.0629428870375683e-4,4.0629428870375683e-4,5.460866425177624e-4,5.460866425177624e-4,4.875531464445526e-4,0.0032900175116130637,4.875531464445526e-4,4.875531464445526e-4,6.553039710212039e-4,6.553039710212039e-4,6.094414330556353e-4,0.004112521889516385,6.094414330556353e-4,6.094414330556353e-4,8.191299637765326e-4,8.191299637765326e-4,4.0629428870375683e-4,0.002741681259677553,4.0629428870375683e-4,4.0629428870375683e-4,5.460866425177624e-4,5.460866425177624e-4,4.875531464445526e-4,0.0032900175116130637,4.875531464445526e-4,4.875531464445526e-4,6.553039710212039e-4,6.553039710212039e-4,6.094414330556353e-4,0.004112521889516385,6.094414330556353e-4,6.094414330556353e-4,8.191299637765326e-4,8.191299637765326e-4
2011-02-23,4.6255476680229224e-4,5.460866425177624e-4,4.6255476680229224e-4,4.6255476680229224e-4,0.009251769794691223,0.009251769794691223,5.550657201627285e-4,6.553039710212039e-4,5.550657201627285e-4,5.550657201627285e-4,0.0111021237536294,0.0111021237536294,6.938321502034661e-4,8.191299637765326e-4,6.938321502034661e-4,6.938321502034661e-4,0.013877654692036834,0.013877654692036834,4.6255476680229224e-4,5.460866425177624e-4,4.6255476680229224e-4,4.6255476680229224e-4,0.009251769794691223,0.009251769794691223,5.550657201627285e-4,6.553039710212039e-4,5.550657201627285e-4,5.550657201627285e-4,0.0111021237536294,0.0111021237536294,6.938321502034661e-4,8.191299637765326e-4,6.938321502034661e-4,6.938321502034661e-4,0.013877654692036834,0.013877654692036834
2011-02-24,0.004591962358105661,0.009251769794691223,0.004591962358105661,0.004591962358105661,0.014984581113437923,0.014984581113437923,0.005510354829726838,0.0111021237536294,0.005510354829726838,0.005510354829726838,0.01798149733612553,0.01798149733612553,0.006887943537158492,0.013877654692036834,0.006887943537158492,0.006887943537158492,0.022476871670156884,0.022476871670156884,0.004591962358105661,0.009251769794691223,0.004591962358105661,0.004591962358105661,0.014984581113437923,0.014984581113437923,0.005510354829726838,0.0111021237536294,0.005510354829726838,0.005510354829726838,0.01798149733612553,0.01798149733612553,0.006887943537158492,0.013877654692036834,0.006887943537158492,0.006887943537158492,0.022476871670156884,0.022476871670156884
2011-02-25,0.006916866720541592,0.014984581113437923,0.006916866720541592,0.006916866720541592,0.015187350806696642,0.015187350806696642,0.00830024006464991,0.01798149733612553,0.00830024006464991,0.00830024006464991,0.018224820968035904,0.018224820968035904,0.010375300080812444,0.022476871670156884,0.010375300080812444,0.010375300080812444,0.022781026210044852,0.022781026210044852,0.006916866720541592,0.014984581113437923,0.006916866720541592,0.006916866720541592,0.015187350806696642,0.015187350806696642,0.00830024006464991,0.01798149733612553,0.00830024006464991,0.00830024006464991,0.018224820968035904,0.018224820968035904,0.010375300080812444,0.022476871670156884,0.010375300080812444,0.010375300080812444,0.022781026210044852,0.022781026210044852
