data,ativo,preco_ajustado,volume,ret_log,rf_diaria,idx_preco,idx_ret,dd
2011-01-04,BOVA11.SA,69.69999694824219,473790,0.006621574526831136,4.0203417298045885e-4,1,1.0066435456190757,0
2011-01-05,BOVA11.SA,70.25,306410,0.007860034231564705,4.0239289977361814e-4,1.0078910053922419,1.0145869752656211,0
2011-01-06,BOVA11.SA,69.6500015258789,284110,-0.008577586080231538,4.0203417298045885e-4,0.9992827055300962,1.005921485770639,-0.008540903546207623
2011-01-07,BOVA11.SA,69.33000183105469,217220,-0.004604982768512573,4.0239289977361814e-4,0.9946916049729205,1.0012998840274698,-0.013096059344417155
2011-01-10,BOVA11.SA,69.30999755859375,299930,-2.885786596628838e-4,4.0203417298045885e-4,0.9944045996165819,1.0010109719379534,-0.013380817671263201
2011-01-11,BOVA11.SA,69.69999694824219,312470,0.005611113276842347,4.0203417298045885e-4,1,1.0066435456190757,-0.007829224936054313
2011-01-12,BOVA11.SA,71,919280,0.01847960305902486,4.0203417298045885e-4,1.0186514075850415,1.0254188646812683,0
2011-01-13,BOVA11.SA,69.98999786376953,380900,-0.014327532861805986,4.0203417298045885e-4,1.0041607019831391,1.0108318894156472,-0.014225382200429126
2011-01-14,BOVA11.SA,70.25,230750,0.0037079640343457977,4.0203417298045885e-4,1.0078910053922419,1.0145869752656214,-0.010563380281689905
2011-01-17,BOVA11.SA,70.04000091552734,520120,-0.0029937877247114596,4.0203417298045885e-4,1.0048781059135143,1.0115540594517614,-0.013521113865811896
2011-01-18,BOVA11.SA,70.20999908447266,114530,0.002424217500171208,4.0203417298045885e-4,1.007317104140036,1.0140092612742655,-0.0111267734581314
2011-01-19,BOVA11.SA,69.30000305175781,198490,-0.013045787756549007,4.0203417298045885e-4,0.994261206398884,1.0008666260808723,-0.02394361898932651
2011-01-20,BOVA11.SA,68.75,340560,-0.007968213686085215,4.1993107846738376e-4,0.9863702010066423,0.9929231964343268,-0.03169014084507027
2011-01-21,BOVA11.SA,68.3499984741211,328400,-0.005835195701212582,4.1993107846738376e-4,0.9806312979450548,0.9871461667084462,-0.03732396515322389
2011-01-24,BOVA11.SA,68.73999786376953,144700,0.005689699499255726,4.1993107846738376e-4,0.9862266983284729,0.9927787403895686,-0.03183101600324589
2011-01-26,BOVA11.SA,67.94999694824219,1275450,-0.011559144659386929,4.1993107846738376e-4,0.9748923948834672,0.9813691369825656,-0.04295778946137763
2011-01-27,BOVA11.SA,67.30000305175781,525090,-0.009611813689071689,4.202881981609785e-4,0.9655668005514181,0.9719815876391464,-0.052112633073833514
2011-01-28,BOVA11.SA,65.94000244140625,663300,-0.020415007328018365,4.202881981609785e-4,0.9460545958183035,0.9523397526837587,-0.07126757124779914
2011-01-31,BOVA11.SA,65.779998779296875,572560,-0.0024294524646959336,4.202881981609785e-4,0.9437589908094799,0.9500288967183356,-0.07352114395356502
2011-02-01,BOVA11.SA,67.23999786376953,430560,0.021952454566630437,4.1993107846738376e-4,0.9647058939428734,0.9711149615582743,-0.05295777656662615
2011-02-02,BOVA11.SA,65.970001220703125,380570,-0.019068165031489188,4.202881981609785e-4,0.94648499439234,0.9527730106303562,-0.07084505322953327
2011-02-03,BOVA11.SA,66.05000305175781,260360,0.001211965433393091,4.202881981609785e-4,0.9476327968967518,0.9539284386130679,-0.06971826687665028
2011-02-04,BOVA11.SA,64.529998779296875,526550,-0.023281864141168254,4.202881981609785e-4,0.92582498715481365,0.931975747692257,-0.09112677775638178
2011-02-07,BOVA11.SA,64.68000030517578,364640,0.002321826396229542,4.202881981609785e-4,0.9279770894854679,0.9341421476129219,-0.08901408020879154
2011-02-08,BOVA11.SA,64.8499984741211,321030,0.0026248478059477166,4.202881981609785e-4,0.9304160877119894,0.9365973494354262,-0.08661973980111104
2011-02-09,BOVA11.SA,63.34000015258789,561680,-0.023559843713571373,4.202881981609785e-4,0.9087518353784563,0.9147891696532121,-0.10788732179453642
2011-02-10,BOVA11.SA,63.849998474121094,574520,0.008019515061156763,4.202881981609785e-4,0.9160688847882564,0.9221548302145632,-0.10070424684336454
2011-02-11,BOVA11.SA,64.910003662109375,492400,0.01646519288295803,4.202881981609785e-4,0.931276994320534,0.9374639755162985,-0.0857745963083183
2011-02-14,BOVA11.SA,65.83000183105469,293830,0.014073937831044834,4.202881981609785e-4,0.9444763947398551,0.9507510667544499,-0.07281687561894767
2011-02-15,BOVA11.SA,65.56999969482422,384050,-0.0039574196733524495,4.202881981609785e-4,0.9407460913307526,0.9469959809044759,-0.07647887753768667
2011-02-16,BOVA11.SA,66.55000305175781,1041290,0.014835321076406078,4.202881981609785e-4,0.9548063983586184,0.9611496982234995,-0.06267601335552342
2011-02-17,BOVA11.SA,66.87999725341797,455820,0.00494633701139453,4.202881981609785e-4,0.9595408921334918,0.9659156458237498,-0.05802820769833794
2011-02-18,BOVA11.SA,67.5,1482160,0.009227670169353941,4.202881981609785e-4,0.9684361973519761,0.9748700474082487,-0.0492957746478867
2011-02-21,BOVA11.SA,66.55000305175781,391390,-0.014174007180748318,4.202881981609785e-4,0.9548063983586184,0.9611496982234997,-0.0626760133555232
2011-02-22,BOVA11.SA,65.66999816894531,663500,-0.013311418377521197,4.202881981609785e-4,0.9421807897310316,0.9484402107890268,-0.07507044832471343
2011-02-23,BOVA11.SA,66.19999694824219,497380,0.008038244523686218,4.202881981609785e-4,0.9497847897669346,0.9560947283460559,-0.06760567678532081
2011-02-24,BOVA11.SA,66.339996337890625,1368460,0.002112561472872874,4.202881981609785e-4,0.9517933894194195,0.9581166722219625,-0.06563385439590619
2011-02-25,BOVA11.SA,66.16999816894531,320800,-0.002565817964782588,4.202881981609785e-4,0.949354391192898,0.9556614703994584,-0.06802819480358657
2011-02-28,BOVA11.SA,66.75,1016400,0.008727136928367773,4.202881981609785e-4,0.9576757951591763,0.9640381579926014,-0.05985915492957694
