data,wEW094_10a_cap1,wEW097_10a_cap1,w_10a_cap1,w_egarch_norm_10a_cap1,w_egarch_std_10a_cap1,w_gjr_norm_10a_cap1,wEW094_12a_cap1,wEW097_12a_cap1,w_12a_cap1,w_egarch_norm_12a_cap1,w_egarch_std_12a_cap1,w_gjr_norm_12a_cap1,wEW094_15a_cap1,wEW097_15a_cap1,w_15a_cap1,w_egarch_norm_15a_cap1,w_egarch_std_15a_cap1,w_gjr_norm_15a_cap1,wEW094_10a_cap15,wEW097_10a_cap15,w_10a_cap15,w_egarch_norm_10a_cap15,w_egarch_std_10a_cap15,w_gjr_norm_10a_cap15,wEW094_12a_cap15,wEW097_12a_cap15,w_12a_cap15,w_egarch_norm_12a_cap15,w_egarch_std_12a_cap15,w_gjr_norm_12a_cap15,wEW094_15a_cap15,wEW097_15a_cap15,w_15a_cap15,w_egarch_norm_15a_cap15,w_egarch_std_15a_cap15,w_gjr_norm_15a_cap15
2011-01-04,1,1,1,1,0.4008543854450691,0.4008543854450691,1,1,1,1,0.48102526253408284,0.48102526253408284,1,1,1,1,0.6012815781676036,0.6012815781676036,1,1,1,1,0.4008543854450691,0.4008543854450691,1,1,1,1,0.48102526253408284,0.48102526253408284,1,1,1,1,0.6012815781676036,0.6012815781676036
2011-01-05,0.39569478328927593,0.4008543854450691,0.39569478328927593,0.39569478328927593,0.410187793831227,0.410187793831227,0.4748337399471311,0.48102526253408284,0.4748337399471311,0.4748337399471311,0.4922253525974723,0.4922253525974723,0.5935421749339139,0.6012815781676036,0.5935421749339139,0.5935421749339139,0.6152816907468405,0.6152816907468405,0.39569478328927593,0.4008543854450691,0.39569478328927593,0.39569478328927593,0.410187793831227,0.410187793831227,0.4748337399471311,0.48102526253408284,0.4748337399471311,0.4748337399471311,0.4922253525974723,0.4922253525974723,0.5935421749339139,0.6012815781676036,0.5935421749339139,0.5935421749339139,0.6152816907468405,0.6152816907468405
2011-01-06,0.4002612089411951,0.410187793831227,0.4002612089411951,0.4002612089411951,0.41892609096571254,0.41892609096571254,0.4803134507294341,0.4922253525974723,0.4803134507294341,0.4803134507294341,0.502711309158855,0.502711309158855,0.6003918134117927,0.6152816907468405,0.6003918134117927,0.6003918134117927,0.6283891364485689,0.6283891364485689,0.4002612089411951,0.410187793831227,0.4002612089411951,0.4002612089411951,0.41892609096571254,0.41892609096571254,0.4803134507294341,0.4922253525974723,0.4803134507294341,0.4803134507294341,0.502711309158855,0.502711309158855,0.6003918134117927,0.6152816907468405,0.6003918134117927,0.6003918134117927,0.6283891364485689,0.6283891364485689
2011-01-07,0.4045496608355278,0.41892609096571254,0.4045496608355278,0.4045496608355278,0.4308017515418651,0.4308017515418651,0.4854595930026333,0.502711309158855,0.4854595930026333,0.4854595930026333,0.516962101850238,0.516962101850238,0.6068244912532917,0.6283891364485689,0.6068244912532917,0.6068244912532917,0.6462026273127977,0.6462026273127977,0.4045496608355278,0.41892609096571254,0.4045496608355278,0.4045496608355278,0.4308017515418651,0.4308017515418651,0.4854595930026333,0.502711309158855,0.4854595930026333,0.4854595930026333,0.516962101850238,0.516962101850238,0.6068244912532917,0.6283891364485689,0.6068244912532917,0.6068244912532917,0.6462026273127977,0.6462026273127977
2011-01-10,0.4102035434535531,0.4308017515418651,0.4102035434535531,0.4102035434535531,0.4443325563681198,0.4443325563681198,0.49224425214426365,0.516962101850238,0.49224425214426365,0.49224425214426365,0.5331990676417437,0.5331990676417437,0.6153053151803296,0.6462026273127977,0.6153053151803296,0.6153053151803296,0.6664988345521797,0.6664988345521797,0.4102035434535531,0.4308017515418651,0.4102035434535531,0.4102035434535531,0.4443325563681198,0.4443325563681198,0.49224425214426365,0.516962101850238,0.49224425214426365,0.49224425214426365,0.5331990676417437,0.5331990676417437,0.6153053151803296,0.6462026273127977,0.6153053151803296,0.6153053151803296,0.6664988345521797,0.6664988345521797
2011-01-11,0.416496320419846,0.4443325563681198,0.416496320419846,0.416496320419846,0.4560199337016991,0.4560199337016991,0.49979558450381517,0.5331990676417437,0.49979558450381517,0.49979558450381517,0.5472239204420388,0.5472239204420388,0.6247444806297691,0.6664988345521797,0.6247444806297691,0.6247444806297691,0.6840299005525486,0.6840299005525486,0.416496320419846,0.4443325563681198,0.416496320419846,0.416496320419846,0.4560199337016991,0.4560199337016991,0.49979558450381517,0.5331990676417437,0.49979558450381517,0.49979558450381517,0.5472239204420388,0.5472239204420388,0.6247444806297691,0.6664988345521797,0.6247444806297691,0.6247444806297691,0.6840299005525486,0.6840299005525486
2011-01-12,0.42199075676408965,0.4560199337016991,0.42199075676408965,0.42199075676408965,0.4455871378714959,0.4455871378714959,0.5063889081169075,0.5472239204420388,0.5063889081169075,0.5063889081169075,0.534704565445795,0.534704565445795,0.6329861351461344,0.6840299005525486,0.6329861351461344,0.6329861351461344,0.6683807068072438,0.6683807068072438,0.42199075676408965,0.4560199337016991,0.42199075676408965,0.42199075676408965,0.4455871378714959,0.4455871378714959,0.5063889081169075,0.5472239204420388,0.5063889081169075,0.5063889081169075,0.534704565445795,0.534704565445795,0.6329861351461344,0.6840299005525486,0.6329861351461344,0.6329861351461344,0.6683807068072438,0.6683807068072438
2011-01-13,0.41866015169722737,0.4455871378714959,0.41866015169722737,0.41866015169722737,0.4452254450529116,0.4452254450529116,0.5023921820366728,0.534704565445795,0.5023921820366728,0.5023921820366728,0.5342705340634939,0.5342705340634939,0.6279902275458411,0.6683807068072438,0.6279902275458411,0.6279902275458411,0.6678381675793674,0.6678381675793674,0.41866015169722737,0.4455871378714959,0.41866015169722737,0.41866015169722737,0.4452254450529116,0.4452254450529116,0.5023921820366728,0.534704565445795,0.5023921820366728,0.5023921820366728,0.5342705340634939,0.5342705340634939,0.6279902275458411,0.6683807068072438,0.6279902275458411,0.6279902275458411,0.6678381675793674,0.6678381675793674
2011-01-14,0.41924725988004435,0.4452254450529116,0.41924725988004435,0.41924725988004435,0.4582117177978159,0.4582117177978159,0.5030967118560532,0.5342705340634939,0.5030967118560532,0.5030967118560532,0.549854061357379,0.549854061357379,0.6288708898200664,0.6678381675793674,0.6288708898200664,0.6288708898200664,0.6873175766967239,0.6873175766967239,0.41924725988004435,0.4452254450529116,0.41924725988004435,0.41924725988004435,0.4582117177978159,0.4582117177978159,0.5030967118560532,0.5342705340634939,0.5030967118560532,0.5030967118560532,0.549854061357379,0.549854061357379,0.6288708898200664,0.6678381675793674,0.6288708898200664,0.6288708898200664,0.6873175766967239,0.6873175766967239
2011-01-17,0.4252807815491598,0.4582117177978159,0.4252807815491598,0.4252807815491598,0.47189564976391196,0.47189564976391196,0.5103369378589917,0.549854061357379,0.5103369378589917,0.5103369378589917,0.5662747797166944,0.5662747797166944,0.6379211723237397,0.6873175766967239,0.6379211723237397,0.6379211723237397,0.7078434746458679,0.7078434746458679,0.4252807815491598,0.4582117177978159,0.4252807815491598,0.4252807815491598,0.47189564976391196,0.47189564976391196,0.5103369378589917,0.549854061357379,0.5103369378589917,0.5103369378589917,0.5662747797166944,0.5662747797166944,0.6379211723237397,0.6873175766967239,0.6379211723237397,0.6379211723237397,0.7078434746458679,0.7078434746458679
