data,sigma_ewma_094,sigma_ewma_097,sigma_garch_norm,sigma_egarch_norm,sigma_egarch_std,sigma_gjr_norm
2011-04-25,0.010268193690866189,0.01116586996235121,NA,NA,NA,NA
2011-04-26,0.009968859378408768,0.011003208819363529,NA,NA,NA,NA
2011-04-27,0.009666941960976333,0.010837695128450361,NA,NA,NA,NA
2011-04-28,0.009790415322360812,0.010859866126538683,NA,NA,NA,NA
2011-04-29,0.009699160648089717,0.010788183398044777,NA,NA,NA,NA
2011-05-02,0.009485467375842157,0.010661414190792605,NA,NA,NA,NA
2011-05-03,0.009325406254244885,0.010556967270273304,NA,NA,NA,NA
2011-05-04,0.01031479395295214,0.01097409921150837,NA,NA,NA,NA
2011-05-05,0.010258713931629467,0.010928535846454398,NA,NA,NA,NA
2011-05-06,0.009983151869301817,0.010780454539490426,NA,NA,NA,NA
2011-05-09,0.010426662576246888,0.010965743902249723,NA,NA,NA,NA
2011-05-10,0.010119537199866087,0.010804926758404495,NA,NA,NA,NA
2011-05-11,0.009844220048661121,0.010656829622102865,NA,NA,NA,NA
2011-05-12,0.010383867610247446,0.010886976449319127,NA,NA,NA,NA
2011-05-13,0.01014866871515568,0.0107606038301584,NA,NA,NA,NA
2011-05-16,0.010420291567053697,0.010871993426821311,NA,NA,NA,NA
2011-05-17,0.010231077495699832,0.010768377004973188,NA,NA,NA,NA
2011-05-18,0.010428611279096283,0.010847116974893746,NA,NA,NA,NA
2011-05-19,0.010476964933320405,0.010858096369304227,NA,NA,NA,NA
2011-05-20,0.010469850057273841,0.01084342177969903,NA,NA,NA,NA
2011-05-23,0.010207507916448392,0.010706477648769992,NA,NA,NA,NA
2011-05-24,0.009908013900339348,0.010550040808580522,NA,NA,NA,NA
2011-05-25,0.010354554794704793,0.010743991585436279,NA,NA,NA,NA
2011-05-26,0.01003911334216082,0.01058160453486558,NA,NA,NA,NA
2011-05-27,0.010342277822868607,0.010710939021932014,NA,NA,NA,NA
2011-05-30,0.01002721037634475,0.010549051535071746,NA,NA,NA,NA
2011-05-31,0.009838164230200862,0.010444262818567895,NA,NA,NA,NA
2011-06-01,0.009913762135558352,0.010462334034107576,NA,NA,NA,NA
2011-06-02,0.01061040886899302,0.010783049159296683,NA,NA,NA,NA
2011-06-03,0.01068171214055896,0.010813068340251543,NA,NA,NA,NA
2011-06-06,0.010365008372053492,0.01065387041877842,NA,NA,NA,NA
2011-06-07,0.01127209028222613,0.011096671509901483,NA,NA,NA,NA
2011-06-08,0.01096287521121656,0.0109460560204872,NA,NA,NA,NA
2011-06-09,0.01063768200675355,0.01078494413098588,NA,NA,NA,NA
2011-06-10,0.010363944599100797,0.01064640372396931,NA,NA,NA,NA
2011-06-13,0.010462413920468367,0.010686124368110355,NA,NA,NA,NA
2011-06-14,0.010530929362620416,0.010713099628041449,NA,NA,NA,NA
2011-06-15,0.010216476601407488,0.010554258059269232,NA,NA,NA,NA
2011-06-16,0.010061692791753415,0.010469599703659698,NA,NA,NA,NA
2011-06-17,0.010126218699250466,0.010488688856382733,NA,NA,NA,NA
2011-06-20,0.009854852999795386,0.01034781795905986,NA,NA,NA,NA
2011-06-21,0.009563251889813157,0.010195459272542517,NA,NA,NA,NA
2011-06-22,0.00927758339147818,0.01004397954621971,NA,NA,NA,NA
2011-06-24,0.009018324358245528,0.00990280749591018,NA,NA,NA,NA
2011-06-27,0.008757185229215416,0.009759231173256989,NA,NA,NA,NA
2011-06-28,0.00853729311768158,0.009632471355454674,NA,NA,NA,NA
2011-06-29,0.00873206362002986,0.00968861760717593,NA,NA,NA,NA
2011-06-30,0.00868025870656304,0.009637929130792141,NA,NA,NA,NA
2011-07-01,0.008425230118439948,0.009496430908323115,NA,NA,NA,NA
2011-07-04,0.010101420367003967,0.010253456222866776,NA,NA,NA,NA
2011-07-05,0.00979562114321945,0.0100994195108941,NA,NA,NA,NA
2011-07-06,0.009964196561345746,0.010172632982496982,NA,NA,NA,NA
2011-07-07,0.009830374388231033,0.010101092420422111,NA,NA,NA,NA
2011-07-08,0.00961037860085082,0.009986578592349173,NA,NA,NA,NA
2011-07-11,0.009779385777739834,0.010057290161687039,NA,NA,NA,NA
2011-07-12,0.010558762036470154,0.010435958949547632,NA,NA,NA,NA
2011-07-13,0.010543404041968189,0.010431900220847687,NA,NA,NA,NA
2011-07-14,0.010889811258021692,0.010611645359534424,NA,NA,NA,NA
2011-07-15,0.01123380396589449,0.010797760302530247,NA,NA,NA,NA
2011-07-18,0.01091734984935846,0.01064776583914512,NA,NA,NA,NA
2011-07-19,0.01098483454565632,0.01069057326841667,NA,NA,NA,NA
2011-07-20,0.010674276593953591,0.010541181110644924,NA,NA,NA,NA
2011-07-21,0.010353284070078206,0.010383947456101482,NA,NA,NA,NA
2011-07-22,0.01128591902387325,0.010858085795749668,NA,NA,NA,NA
2011-07-25,0.010944038703368124,0.01069496390099215,NA,NA,NA,NA
2011-07-26,0.010732011407228534,0.010594620691864152,NA,NA,NA,NA
2011-07-27,0.010751231647628843,0.01060850350378104,NA,NA,NA,NA
2011-07-28,0.011328237108579697,0.01090879428139906,NA,NA,NA,NA
2011-07-29,0.011107413590272583,0.010807610647682464,NA,NA,NA,NA
2011-08-01,0.01085879905024515,0.010689761159568533,NA,NA,NA,NA
2011-08-02,0.010637211212224353,0.010582941090429579,NA,NA,NA,NA
2011-08-03,0.011560647145705953,0.011058134596667999,NA,NA,NA,NA
2011-08-04,0.012094031386286928,0.011354815884927311,NA,NA,NA,NA
2011-08-05,0.0198245308165572,0.01590047388552998,NA,NA,NA,NA
2011-08-08,0.01924834282867674,0.015677181447269452,NA,NA,NA,NA
2011-08-09,0.02892751422211096,0.02196968245893144,NA,NA,NA,NA
2011-08-10,0.030988341469393815,0.023559055271268087,NA,NA,NA,NA
2011-08-11,0.0300687489559701,0.023218800793835963,NA,NA,NA,NA
2011-08-12,0.030657278858651802,0.023831339881089982,NA,NA,NA,NA
2011-08-15,0.029731502359066117,0.02347631961951683,NA,NA,NA,NA
2011-08-16,0.02930494283905286,0.023420739601978734,NA,NA,NA,NA
2011-08-17,0.028476618513277777,0.02310643992522189,NA,NA,NA,NA
2011-08-18,0.0278298625642161,0.02289125591338481,NA,NA,NA,NA
2011-08-19,0.02834315927193833,0.023365381667528162,NA,NA,NA,NA
2011-08-22,0.027628937993578323,0.023101399038800294,NA,NA,NA,NA
2011-08-23,0.02678829364928534,0.02275285423538439,NA,NA,NA,NA
2011-08-24,0.026622083242370594,0.022787086357010277,NA,NA,NA,NA
2011-08-25,0.02581143991408386,0.022442891572273527,NA,NA,NA,NA
2011-08-26,0.02531523385182003,0.022268253430415663,NA,NA,NA,NA
2011-08-29,0.02460504756441658,0.021965844846091993,NA,NA,NA,NA
2011-08-30,0.024935837535565778,0.022234645366058552,NA,NA,NA,NA
2011-08-31,0.024264985441474853,0.021947635707820306,NA,NA,NA,NA
2011-09-01,0.02411212425610177,0.021936589209717524,NA,NA,NA,NA
2011-09-02,0.024288390799886234,0.022101698115950787,NA,NA,NA,NA
2011-09-05,0.02457506796650124,0.022327836988944597,NA,NA,NA,NA
2011-09-06,0.024585118289210894,0.022404048569436036,NA,NA,NA,NA
2011-09-08,0.02487529831080806,0.02263166375125862,NA,NA,NA,NA
2011-09-09,0.02451325195030444,0.02250443022097627,NA,NA,NA,NA
2011-09-12,0.02503689742109521,0.022852926277978265,NA,NA,NA,NA
2011-09-13,0.02429039143251327,0.022516269251189828,NA,NA,NA,NA
2011-09-14,0.023686760465618167,0.022248446142283388,NA,NA,NA,NA
2011-09-15,0.023225291814819943,0.02204883699831704,NA,NA,NA,NA
2011-09-16,0.022526207755434183,0.02171996846140046,NA,NA,NA,NA
2011-09-19,0.022118039836774402,0.021534067087538557,NA,NA,NA,NA
2011-09-20,0.021446388974577003,0.021209685322304675,NA,NA,NA,NA
2011-09-21,0.0210712045870173,0.02102802150174992,NA,NA,NA,NA
2011-09-23,0.02059013867509597,0.02078969219271958,NA,NA,NA,NA
2011-09-26,0.022690034333313513,0.02184961099052811,NA,NA,NA,NA
2011-09-27,0.022069219727703145,0.021555390644500988,NA,NA,NA,NA
2011-09-28,0.021404064728966474,0.021233207421623594,NA,NA,NA,NA
2011-09-29,0.020943754636376908,0.021007643365416797,NA,NA,NA,NA
2011-09-30,0.02033150254349601,0.02070278343187842,NA,NA,NA,NA
2011-10-03,0.02045049094671217,0.02075028859041274,NA,NA,NA,NA
2011-10-04,0.021275786118970286,0.02115235606725652,NA,NA,NA,NA
2011-10-05,0.020633444793769103,0.020835528766225325,NA,NA,NA,NA
2011-10-06,0.02000486694317326,0.020520616004378545,NA,NA,NA,NA
2011-10-07,0.020536771422599187,0.020766578710288662,NA,NA,NA,NA
2011-10-10,0.020589102074860782,0.020785622648770798,NA,NA,NA,NA
2011-10-11,0.022961227245427273,0.021987532729735946,NA,NA,NA,NA
2011-10-13,0.022302130000196593,0.021675980008715092,NA,NA,NA,NA
2011-10-14,0.022019823707380277,0.021550360389414807,NA,NA,NA,NA
2011-10-17,0.021425411590028896,0.021263101463765605,NA,NA,NA,NA
2011-10-18,0.021575966332114876,0.02134395412939947,NA,NA,NA,NA
2011-10-19,0.021716536115256053,0.02142208965243216,NA,NA,NA,NA
2011-10-20,0.021061910600128138,0.021101778460385207,NA,NA,NA,NA
2011-10-21,0.021038102016889056,0.021088704419235816,NA,NA,NA,NA
2011-10-24,0.021408095022226344,0.021272562153098785,NA,NA,NA,NA
2011-10-25,0.02166258778412536,0.021405046788719708,NA,NA,NA,NA
2011-10-26,0.021196463556491074,0.021178289764992076,NA,NA,NA,NA
2011-10-27,0.02114877115775345,0.021154982575237534,NA,NA,NA,NA
2011-10-28,0.02162909048800866,0.021396236157279102,NA,NA,NA,NA
2011-10-31,0.02105516996709317,0.021115179236976124,NA,NA,NA,NA
2011-11-01,0.020828249793302823,0.021000542359857106,NA,NA,NA,NA
2011-11-03,0.0207294486814992,0.02094644605423124,NA,NA,NA,NA
2011-11-04,0.020405717033372756,0.020780373384915087,NA,NA,NA,NA
2011-11-07,0.020006398058064034,0.020574069527227463,NA,NA,NA,NA
2011-11-08,0.019469843738292778,0.020298046006192328,NA,NA,NA,NA
2011-11-09,0.018918822593322265,0.02001114970553298,NA,NA,NA,NA
2011-11-10,0.019186858006213708,0.02010664617799712,NA,NA,NA,NA
2011-11-11,0.018605554518165816,0.01980425557562783,NA,NA,NA,NA
2011-11-14,0.018501616908973218,0.019720518937504594,NA,NA,NA,NA
2011-11-16,0.017972109371277772,0.01943822624367559,NA,NA,NA,NA
2011-11-17,0.017465328167765054,0.019162977016898564,NA,NA,NA,NA
2011-11-18,0.018168646518561347,0.01943927062161183,NA,NA,NA,NA
2011-11-21,0.01762733889431075,0.019151066722508447,NA,NA,NA,NA
2011-11-22,0.01718030704024986,0.018902435953011637,NA,NA,NA,NA
2011-11-23,0.016803255769283855,0.018682375066737356,NA,NA,NA,NA
2011-11-24,0.016670977582507837,0.01856924152134155,NA,NA,NA,NA
2011-11-25,0.016179166409046663,0.018295678168131525,NA,NA,NA,NA
2011-11-28,0.0157175777917814,0.018032782929658302,NA,NA,NA,NA
2011-11-29,0.015729166135917294,0.017972737626111537,NA,NA,NA,NA
2011-11-30,0.01539357464258272,0.01776312628273559,NA,NA,NA,NA
2011-12-01,0.01638561527653634,0.018136559313760982,NA,NA,NA,NA
2011-12-02,0.016748802236913385,0.018252078951706562,NA,NA,NA,NA
2011-12-05,0.01631984278772565,0.01801297731889734,NA,NA,NA,NA
2011-12-06,0.01656113740555613,0.01807458024872705,NA,NA,NA,NA
2011-12-07,0.016221182341797123,0.017875838945282406,NA,NA,NA,NA
2011-12-08,0.01629091960159346,0.017860198895997645,NA,NA,NA,NA
2011-12-09,0.016611850573433846,0.017962702589384517,NA,NA,NA,NA
2011-12-12,0.016554238325434095,0.017896987028549024,NA,NA,NA,NA
2011-12-13,0.01649989939280773,0.017833011559292546,NA,NA,NA,NA
2011-12-14,0.01600310482033891,0.017566147972558406,NA,NA,NA,NA
2011-12-15,0.015972483767984783,0.01750730949593961,NA,NA,NA,NA
2011-12-16,0.015510899198092098,0.01725393272422242,NA,NA,NA,NA
2011-12-19,0.015044849545352254,0.016996018368750095,NA,NA,NA,NA
2011-12-20,0.015188307322166673,0.017004638098165468,NA,NA,NA,NA
2011-12-21,0.016656932995453656,0.01762917736239261,NA,NA,NA,NA
2011-12-22,0.016263610380322622,0.017415902590415994,NA,NA,NA,NA
2011-12-23,0.016044673409530828,0.017280412753564796,NA,NA,NA,NA
2011-12-26,0.015593434364392124,0.017036403862293322,NA,NA,NA,NA
2011-12-27,0.015132216235434898,0.016785140070323015,NA,NA,NA,NA
2011-12-28,0.014707409022068983,0.01654751263435292,NA,NA,NA,NA
2011-12-29,0.015659426019673364,0.016927778268822344,NA,NA,NA,NA
2012-01-02,0.015251292848689521,0.016703349084787242,NA,NA,NA,NA
2012-01-03,0.015471437379875056,0.016762803854276975,NA,NA,NA,NA
2012-01-04,0.016087709993487968,0.01701373931917451,NA,NA,NA,NA
2012-01-05,0.0155976135374774,0.016756589923137704,NA,NA,NA,NA
2012-01-06,0.015486066540407751,0.01667107457644192,NA,NA,NA,NA
2012-01-09,0.015026065093946167,0.01642448541266645,NA,NA,NA,NA
2012-01-10,0.014720553892866979,0.016245009256926828,NA,NA,NA,NA
2012-01-11,0.014528649667279939,0.016114516260600856,NA,NA,NA,NA
2012-01-12,0.01414091272272908,0.01589533361892901,NA,NA,NA,NA
2012-01-13,0.01371637659784387,0.01565782652481874,NA,NA,NA,NA
2012-01-16,0.013819542922619867,0.015648548333766332,NA,NA,NA,NA
2012-01-17,0.013840231122330602,0.01560596877697749,NA,NA,NA,NA
2012-01-18,0.013743271796576511,0.015512871901329736,NA,NA,NA,NA
2012-01-19,0.013991192825428645,0.015573503872936439,NA,NA,NA,NA
2012-01-20,0.013575050289866763,0.015342583333368208,NA,NA,NA,NA
2012-01-23,0.013295408161679387,0.015169193157808342,NA,NA,NA,NA
2012-01-24,0.01289924549954923,0.014943749626807092,NA,NA,NA,NA
2012-01-26,0.01251033278745024,0.014719607513541967,NA,NA,NA,NA
2012-01-27,0.012259553366554092,0.014551845378955883,NA,NA,NA,NA
2012-01-30,0.0118863402928031,0.014332014362326515,NA,NA,NA,NA
2012-01-31,0.011543823684711987,0.014123398281995249,NA,NA,NA,NA
2012-02-01,0.011258931142122869,0.013936853885238779,NA,NA,NA,NA
2012-02-02,0.012118045782252734,0.014221584890745717,NA,NA,NA,NA
2012-02-03,0.01175197842707892,0.01400793579342963,NA,NA,NA,NA
2012-02-06,0.011639202013221798,0.013898197020570921,NA,NA,NA,NA
2012-02-07,0.011284882944212088,0.013688242929428785,NA,NA,NA,NA
2012-02-08,0.01131459043570252,0.013634628670547046,NA,NA,NA,NA
2012-02-09,0.010988670313990243,0.013436222087587078,NA,NA,NA,NA
2012-02-10,0.010699358109379027,0.013251464925321399,NA,NA,NA,NA
2012-02-13,0.011810078663573406,0.013648018828721006,NA,NA,NA,NA
2012-02-14,0.013027873028324064,0.014141727721640454,NA,NA,NA,NA
2012-02-15,0.012878492966739713,0.014040855602839984,NA,NA,NA,NA
2012-02-16,0.012565723662538256,0.01386462548160947,NA,NA,NA,NA
2012-02-17,0.012414244436881135,0.013758850016462647,NA,NA,NA,NA
2012-02-23,0.012043178574609736,0.013554059234452983,NA,NA,NA,NA
2012-02-24,0.011717345045451322,0.013367172586289083,NA,NA,NA,NA
2012-02-27,0.011360952149395365,0.013165381822182689,NA,NA,NA,NA
2012-02-28,0.011279254455020805,0.013079555452709236,NA,NA,NA,NA
2012-02-29,0.011299097673817846,0.013037760111990052,NA,NA,NA,NA
2012-03-01,0.010998786376220666,0.012859456756666273,NA,NA,NA,NA
2012-03-02,0.011305412320096218,0.012940377941759966,NA,NA,NA,NA
2012-03-05,0.011579785451818472,0.013015517352780236,NA,NA,NA,NA
2012-03-06,0.01160900047789346,0.01298780407258302,NA,NA,NA,NA
2012-03-07,0.013401976453935769,0.013787228515546587,NA,NA,NA,NA
2012-03-08,0.013635896612624562,0.013890132504804552,NA,NA,NA,NA
2012-03-09,0.013522646200080736,0.013827074158153948,NA,NA,NA,NA
2012-03-12,0.013138658821363102,0.013631558857123607,NA,NA,NA,NA
2012-03-13,0.012772649339838864,0.013441787582194773,NA,NA,NA,NA
2012-03-14,0.014250868891542392,0.014146687507688048,NA,NA,NA,NA
2012-03-15,0.013835950130021027,0.013942404679973206,NA,NA,NA,NA
2012-03-16,0.013529224454845426,0.013787861816355966,NA,NA,NA,NA
2012-03-19,0.013117121242601159,0.013579493899448614,NA,NA,NA,NA
2012-03-20,0.012717733451504188,0.01337435150742664,NA,NA,NA,NA
2012-03-21,0.012467497517914315,0.013236622580138404,NA,NA,NA,NA
2012-03-22,0.012142327864285839,0.01306192568659925,NA,NA,NA,NA
2012-03-23,0.01234351748075477,0.013129421855467649,NA,NA,NA,NA
2012-03-26,0.011968437344565964,0.01293142195435401,NA,NA,NA,NA
2012-03-27,0.012074059434400226,0.012952684575026923,NA,NA,NA,NA
2012-03-28,0.012152028856612736,0.012963672741903,NA,NA,NA,NA
2012-03-29,0.012129891197672762,0.012929674719731265,NA,NA,NA,NA
2012-03-30,0.01179919571950987,0.012752199853409522,NA,NA,NA,NA
2012-04-02,0.011523147726997411,0.012597524781183433,NA,NA,NA,NA
2012-04-03,0.011545489773623721,0.012576879183152834,NA,NA,NA,NA
2012-04-04,0.011691640737116767,0.012614656864848093,NA,NA,NA,NA
2012-04-05,0.011723734575000618,0.012602867106604191,NA,NA,NA,NA
2012-04-09,0.011368261957708996,0.012413153663597756,NA,NA,NA,NA
2012-04-10,0.011379230725590012,0.012388126159413279,NA,NA,NA,NA
2012-04-11,0.011963885611079004,0.012632107500764293,NA,NA,NA,NA
2012-04-12,0.011767436022426088,0.01251982700736887,NA,NA,NA,NA
2012-04-13,0.013224882896718092,0.013206451124616114,NA,NA,NA,NA
2012-04-16,0.013368227625021732,0.013278966740596533,NA,NA,NA,NA
2012-04-17,0.012961226059599594,0.01307838865567121,NA,NA,NA,NA
2012-04-18,0.01292686123023132,0.013057867510117185,NA,NA,NA,NA
2012-04-19,0.01256058099709885,0.012873927368596657,NA,NA,NA,NA
2012-04-20,0.012252200630524407,0.012715070751578869,NA,NA,NA,NA
2012-04-23,0.01188220732451886,0.012524437768058049,NA,NA,NA,NA
2012-04-24,0.012171762280365974,0.01264412012535118,NA,NA,NA,NA
2012-04-25,0.011939251142139897,0.01251874893329793,NA,NA,NA,NA
2012-04-26,0.011585559166060444,0.01233424524735711,NA,NA,NA,NA
2012-04-27,0.011296842723410907,0.012177565037666557,NA,NA,NA,NA
2012-04-30,0.01108785728624033,0.0120554476916455,NA,NA,NA,NA
2012-05-02,0.010756178603004016,0.011876001908069317,NA,NA,NA,NA
2012-05-03,0.010701435933919054,0.01181912756844049,NA,NA,NA,NA
2012-05-04,0.010427195311769163,0.011663596384783492,NA,NA,NA,NA
2012-05-07,0.01139411488266941,0.012073517060710097,NA,NA,NA,NA
2012-05-08,0.011166494894960573,0.011946709695453393,NA,NA,NA,NA
2012-05-09,0.011503017587851327,0.012082933307430384,NA,NA,NA,NA
2012-05-10,0.011335716079538647,0.011986511757220937,NA,NA,NA,NA
2012-05-11,0.011001732559843842,0.011810628861119199,NA,NA,NA,NA
2012-05-14,0.010709719002493933,0.011651924731512144,NA,NA,NA,NA
2012-05-15,0.013157237222718263,0.012819620782027159,NA,NA,NA,NA
2012-05-16,0.013809256922911838,0.01316803425493845,NA,NA,NA,NA
2012-05-17,0.013463446841171416,0.013007708933512278,NA,NA,NA,NA
2012-05-18,0.015307039467691333,0.014002961728990161,NA,NA,NA,NA
2012-05-21,0.014900014361349866,0.013823244848352578,NA,NA,NA,NA
2012-05-22,0.017119861877505697,0.015084746249130416,NA,NA,NA,NA
2012-05-23,0.01791206602364778,0.015601025341467236,NA,NA,NA,NA
2012-05-24,0.01741607916765806,0.01539332151942274,NA,NA,NA,NA
2012-05-25,0.017092285409058154,0.015276076552924909,NA,NA,NA,NA
2012-05-28,0.016667491420484723,0.015098068449111407,NA,NA,NA,NA
2012-05-29,0.016485757326375444,0.015047748704071802,NA,NA,NA,NA
2012-05-30,0.01617604586645698,0.014924383983688611,NA,NA,NA,NA
2012-05-31,0.016182410803957967,0.014966897933345545,NA,NA,NA,NA
2012-06-01,0.01592989540096914,0.014869077958854423,NA,NA,NA,NA
2012-06-04,0.016118829710459873,0.01500323944570516,NA,NA,NA,NA
2012-06-05,0.015627854595132516,0.014776513871416113,NA,NA,NA,NA
2012-06-06,0.015693062838917606,0.01483721966925045,NA,NA,NA,NA
2012-06-08,0.016886424397235936,0.015503758104241868,NA,NA,NA,NA
2012-06-11,0.01645484949901535,0.015313896673209837,NA,NA,NA,NA
2012-06-12,0.01604337689231903,0.015129995557704156,NA,NA,NA,NA
2012-06-13,0.016312849321958433,0.01530132400539557,NA,NA,NA,NA
2012-06-14,0.015967905148544112,0.015149994829522893,NA,NA,NA,NA
2012-06-15,0.015521846516529608,0.014941979624682291,NA,NA,NA,NA
2012-06-18,0.015360162520973933,0.014876025703250991,NA,NA,NA,NA
2012-06-19,0.014905107675025328,0.014657732271701373,NA,NA,NA,NA
2012-06-20,0.015062872830645266,0.014745591222008659,NA,NA,NA,NA
2012-06-21,0.01460503105115249,0.014523243021302635,NA,NA,NA,NA
2012-06-22,0.015921086476157902,0.015201417350641351,NA,NA,NA,NA
2012-06-25,0.01544393658547813,0.014975717610827647,NA,NA,NA,NA
2012-06-26,0.01663154111151031,0.015612363721805796,NA,NA,NA,NA
2012-06-27,0.016124943566752706,0.015376429734771517,NA,NA,NA,NA
2012-06-28,0.01598869340481674,0.01532821658506882,NA,NA,NA,NA
2012-06-29,0.015588690313339799,0.015141308428210697,NA,NA,NA,NA
2012-07-02,0.016626521479642345,0.015696771568545924,NA,NA,NA,NA
2012-07-03,0.016244753692842152,0.015524677711769054,NA,NA,NA,NA
2012-07-04,0.01656442875986058,0.01571451714143953,NA,NA,NA,NA
2012-07-05,0.01608440241719725,0.015489768462184193,NA,NA,NA,NA
2012-07-06,0.015675489464776603,0.015297145604858927,NA,NA,NA,NA
