serie,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,n,grupo,z_jk,pval_jk
ret_gjr_norm_15a_cap15_c10,0.017736745566803158,0.1602553249700266,-0.38562285781269046,0.1638231348815668,-0.4627589944583522,0.03832825677988944,3614,VT_OOS_c/ct,-1.3536049504252678,0.1758624467123353
