grupo,serie,ann_ret,ann_vol,sharpe,sortino,mdd,calmar,n
SELIC_Baixa(<=6%),ret_gjr_norm_12a_cap1_c10,0.017455896787978098,0.13532790664184619,-0.05504716009493406,0.16081171473620517,-0.19274577113444646,0.09056435679619679,532
SELIC_Baixa(<=6%),ret_egarch_norm_15a_cap1_c10,0.011227815171025668,0.1617904888070115,-0.05941472005617271,0.0829854539981295,-0.23397970332956575,0.04798627834488291,532
SELIC_Baixa(<=6%),retEW094_10a_cap1_c10,0.021558133945863256,0.10162662956510092,-0.073227521178188107,0.26357528024595667,-0.14044077600267135,0.15350338099422917,532
SELIC_Baixa(<=6%),ret_10a_cap1_c10,0.021558133945863256,0.10162662956510092,-0.073227521178188107,0.26357528024595667,-0.14044077600267135,0.15350338099422917,532
SELIC_Baixa(<=6%),retEW094_10a_cap15_c10,0.021558133945863256,0.10162662956510092,-0.073227521178188107,0.26357528024595667,-0.14044077600267135,0.15350338099422917,532
SELIC_Baixa(<=6%),ret_10a_cap15_c10,0.021558133945863256,0.10162662956510092,-0.073227521178188107,0.26357528024595667,-0.14044077600267135,0.15350338099422917,532
SELIC_Baixa(<=6%),ret_egarch_norm_12a_cap1_c10,0.013661968280849646,0.1298412773199589,-0.09172972209577811,0.12623903446431572,-0.19078718163435981,0.07160841815375502,532
SELIC_Baixa(<=6%),ret_egarch_norm_12a_cap15_c10,0.013661968280849646,0.1298412773199589,-0.09172972209577811,0.12623903446431572,-0.19078718163435981,0.07160841815375502,532
SELIC_Baixa(<=6%),ret_gjr_norm_10a_cap1_c10,0.016363637087571492,0.11283487503097231,-0.10041541674269461,0.18090397053555327,-0.1627987308587322,0.10051452490603847,532
SELIC_Baixa(<=6%),ret_gjr_norm_10a_cap15_c10,0.016363637087571492,0.11283487503097231,-0.10041541674269461,0.18090397053555327,-0.1627987308587322,0.10051452490603847,532
SELIC_Baixa(<=6%),ret_egarch_norm_10a_cap1_c10,0.01256854739494595,0.1082010644332991,-0.14400161248284185,0.13936275550992216,-0.16101245026437683,0.07805947536546916,532
