janela,serie,ann_ret,ann_vol,sharpe,mdd,n
ROLL_2011-01-04_2014-01-23,ret_gjr_norm_15a_cap15_c10,-0.14281738722578552,0.15852844345712408,-1.4627432130401603,-0.39583238305684343,756
ROLL_2011-02-03_2014-02-21,ret_bh,-0.11157717680949086,0.22659707468877177,-0.807079091862431,-0.3620138945314775,756
ROLL_2011-02-03_2014-02-21,retEW094_10a_cap1_c10,-0.08394087835146957,0.09888352961001472,-1.7501567077519542,-0.2583649222374018,756
ROLL_2011-02-03_2014-02-21,retEW097_10a_cap1_c10,-0.087117740000477,0.10645909562854913,-1.6509727358523503,-0.2683022262516501,756
ROLL_2011-02-03_2014-02-21,ret_10a_cap1_c10,-0.08394087835146957,0.09888352961001472,-1.7501567077519542,-0.2583649222374018,756
ROLL_2011-02-03_2014-02-21,ret_egarch_norm_10a_cap1_c10,-0.08354028720826934,0.1018531167486848,-1.691914031552515,-0.25773732836418317,756
ROLL_2011-02-03_2014-02-21,ret_egarch_std_10a_cap1_c10,-0.09104035265138122,0.10353395737716166,-1.7421329638488272,-0.27565042999906153,756
ROLL_2011-02-03_2014-02-21,ret_gjr_norm_10a_cap1_c10,-0.09054982870790751,0.10623654950847429,-1.6900560568347072,-0.27498054981951625,756
ROLL_2011-02-03_2014-02-21,retEW094_12a_cap1_c10,-0.10092575835412032,0.11866023553201765,-1.5980030466721276,-0.3037361430940433,756
ROLL_2011-02-03_2014-02-21,retEW097_12a_cap1_c10,-0.10483449641519749,0.12775091475425893,-1.5096313483680108,-0.3152871293965035,756
ROLL_2011-02-03_2014-02-21,ret_12a_cap1_c10,-0.10092575835412032,0.11866023553201765,-1.5980030466721276,-0.3037361430940433,756
ROLL_2011-02-03_2014-02-21,ret_egarch_norm_12a_cap1_c10,-0.10051940093215384,0.12222374009842174,-1.5441906415037991,-0.3031795378667196,756
ROLL_2011-02-03_2014-02-21,ret_egarch_std_12a_cap1_c10,-0.10938210310122398,0.124240748852594,-1.5968088996046366,-0.32337940068305093,756
ROLL_2011-02-03_2014-02-21,ret_gjr_norm_12a_cap1_c10,-0.10886721237172692,0.12748385941016913,-1.548426174870234,-0.32276810936043754,756
ROLL_2011-02-03_2014-02-21,retEW094_15a_cap1_c10,-0.12646130346098128,0.14832529441502207,-1.4458338224864966,-0.36797102168173945,756
ROLL_2011-02-03_2014-02-21,retEW097_15a_cap1_c10,-0.13105607750274595,0.15909844280939744,-1.370625555144193,-0.3807032348138992,756
ROLL_2011-02-03_2014-02-21,ret_15a_cap1_c10,-0.12646130346098128,0.14832529441502207,-1.4458338224864966,-0.36797102168173945,756
ROLL_2011-02-03_2014-02-21,ret_egarch_norm_15a_cap1_c10,-0.1260875790683622,0.1527796751230272,-1.3964531383267007,-0.36759675546019555,756
ROLL_2011-02-03_2014-02-21,ret_egarch_std_15a_cap1_c10,-0.13628983054188992,0.15466141064626074,-1.4534962769958761,-0.38924290732381706,756
ROLL_2011-02-03_2014-02-21,ret_gjr_norm_15a_cap1_c10,-0.13577877801079952,0.15873147104710636,-1.4084343015096745,-0.3887907768768045,756
ROLL_2011-02-03_2014-02-21,retEW094_10a_cap15_c10,-0.08394087835146957,0.09888352961001472,-1.7501567077519542,-0.2583649222374018,756
ROLL_2011-02-03_2014-02-21,retEW097_10a_cap15_c10,-0.087117740000477,0.10645909562854913,-1.6509727358523503,-0.2683022262516501,756
ROLL_2011-02-03_2014-02-21,ret_10a_cap15_c10,-0.08394087835146957,0.09888352961001472,-1.7501567077519542,-0.2583649222374018,756
ROLL_2011-02-03_2014-02-21,ret_egarch_norm_10a_cap15_c10,-0.08354028720826934,0.1018531167486848,-1.691914031552515,-0.25773732836418317,756
ROLL_2011-02-03_2014-02-21,ret_egarch_std_10a_cap15_c10,-0.09104035265138122,0.10353395737716166,-1.7421329638488272,-0.27565042999906153,756
ROLL_2011-02-03_2014-02-21,ret_gjr_norm_10a_cap15_c10,-0.09054982870790751,0.10623654950847429,-1.6900560568347072,-0.27498054981951625,756
ROLL_2011-02-03_2014-02-21,retEW094_12a_cap15_c10,-0.10092575835412032,0.11866023553201765,-1.5980030466721276,-0.3037361430940433,756
ROLL_2011-02-03_2014-02-21,retEW097_12a_cap15_c10,-0.10483449641519749,0.12775091475425893,-1.5096313483680108,-0.3152871293965035,756
ROLL_2011-02-03_2014-02-21,ret_12a_cap15_c10,-0.10092575835412032,0.11866023553201765,-1.5980030466721276,-0.3037361430940433,756
ROLL_2011-02-03_2014-02-21,ret_egarch_norm_12a_cap15_c10,-0.10051940093215384,0.12222374009842174,-1.5441906415037991,-0.3031795378667196,756
ROLL_2011-02-03_2014-02-21,ret_egarch_std_12a_cap15_c10,-0.10938210310122398,0.124240748852594,-1.5968088996046366,-0.32337940068305093,756
ROLL_2011-02-03_2014-02-21,ret_gjr_norm_12a_cap15_c10,-0.10886721237172692,0.12748385941016913,-1.548426174870234,-0.32276810936043754,756
ROLL_2011-02-03_2014-02-21,retEW094_15a_cap15_c10,-0.12646130346098128,0.14832529441502207,-1.4458338224864966,-0.36797102168173945,756
ROLL_2011-02-03_2014-02-21,retEW097_15a_cap15_c10,-0.13165435680722837,0.1596870044521492,-1.3693116976983222,-0.38198153615495656,756
ROLL_2011-02-03_2014-02-21,ret_15a_cap15_c10,-0.12646130346098128,0.14832529441502207,-1.4458338224864966,-0.36797102168173945,756
ROLL_2011-02-03_2014-02-21,ret_egarch_norm_15a_cap15_c10,-0.1260875790683622,0.1527796751230272,-1.3964531383267007,-0.36759675546019555,756
ROLL_2011-02-03_2014-02-21,ret_egarch_std_15a_cap15_c10,-0.13704419943190005,0.15529910421671345,-1.4525356489941654,-0.39084182513508925,756
ROLL_2011-02-03_2014-02-21,ret_gjr_norm_15a_cap15_c10,-0.13653361140633036,0.1593530427776705,-1.407819979996029,-0.39039091677383475,756
ROLL_2011-03-04_2014-03-26,ret_bh,-0.11502046679008826,0.22666268643861706,-0.8232750482964204,-0.3644805513532876,756
ROLL_2011-03-04_2014-03-26,retEW094_10a_cap1_c10,-0.0854046189690626,0.09917357171457714,-1.7593745772116003,-0.26865636821979566,756
ROLL_2011-03-04_2014-03-26,retEW097_10a_cap1_c10,-0.08863501927781237,0.106648225894786,-1.662061680167755,-0.27791830449871746,756
ROLL_2011-03-04_2014-03-26,ret_10a_cap1_c10,-0.0854046189690626,0.09917357171457714,-1.7593745772116003,-0.26865636821979566,756
ROLL_2011-03-04_2014-03-26,ret_egarch_norm_10a_cap1_c10,-0.08501081127258059,0.10215045697620595,-1.7009598257319862,-0.26785343340202883,756
ROLL_2011-03-04_2014-03-26,ret_egarch_std_10a_cap1_c10,-0.09211382042481886,0.10370348588926445,-1.749083008768827,-0.2860450160990511,756
ROLL_2011-03-04_2014-03-26,ret_gjr_norm_10a_cap1_c10,-0.09163799305313236,0.10641644758673413,-1.6968800228186391,-0.2850371221905248,756
ROLL_2011-03-04_2014-03-26,retEW094_12a_cap1_c10,-0.10265549123945084,0.11900828605749256,-1.607917692409273,-0.31540110095190943,756
ROLL_2011-03-04_2014-03-26,retEW097_12a_cap1_c10,-0.10662381066444071,0.1279778710737432,-1.5212046883230712,-0.3261606872255143,756
ROLL_2011-03-04_2014-03-26,ret_12a_cap1_c10,-0.10265549123945084,0.11900828605749256,-1.607917692409273,-0.31540110095190943,756
ROLL_2011-03-04_2014-03-26,ret_egarch_norm_12a_cap1_c10,-0.1022574956975113,0.12258054837144713,-1.55391042437112,-0.3146492872680051,756
ROLL_2011-03-04_2014-03-26,ret_egarch_std_12a_cap1_c10,-0.11064769937390462,0.12444418306711733,-1.6042363797491073,-0.33509966973337857,756
ROLL_2011-03-04_2014-03-26,ret_gjr_norm_12a_cap1_c10,-0.11015047141507883,0.12769973710408092,-1.5557229852011254,-0.3341125137478632,756
ROLL_2011-03-04_2014-03-26,retEW094_15a_cap1_c10,-0.1285725553321565,0.1487603575718657,-1.4564444943326507,-0.38132636188144253,756
ROLL_2011-03-04_2014-03-26,retEW097_15a_cap1_c10,-0.13323423121205358,0.15938321529953517,-1.3827135659128478,-0.3931231787498417,756
ROLL_2011-03-04_2014-03-26,ret_15a_cap1_c10,-0.1285725553321565,0.1487603575718657,-1.4564444943326507,-0.38132636188144253,756
ROLL_2011-03-04_2014-03-26,ret_egarch_norm_15a_cap1_c10,-0.12820956806021933,0.1532256854643089,-1.4068462221456781,-0.38073272664844493,756
ROLL_2011-03-04_2014-03-26,ret_egarch_std_15a_cap1_c10,-0.13783015542075994,0.15491678061781328,-1.4614195744336407,-0.4025823036327665,756
ROLL_2011-03-04_2014-03-26,ret_gjr_norm_15a_cap1_c10,-0.13734114250844742,0.15900240312471553,-1.4162212517460289,-0.40170949231759356,756
ROLL_2011-03-04_2014-03-26,retEW094_10a_cap15_c10,-0.0854046189690626,0.09917357171457714,-1.7593745772116003,-0.26865636821979566,756
ROLL_2011-03-04_2014-03-26,retEW097_10a_cap15_c10,-0.08863501927781237,0.106648225894786,-1.662061680167755,-0.27791830449871746,756
ROLL_2011-03-04_2014-03-26,ret_10a_cap15_c10,-0.0854046189690626,0.09917357171457714,-1.7593745772116003,-0.26865636821979566,756
ROLL_2011-03-04_2014-03-26,ret_egarch_norm_10a_cap15_c10,-0.08501081127258059,0.10215045697620595,-1.7009598257319862,-0.26785343340202883,756
ROLL_2011-03-04_2014-03-26,ret_egarch_std_10a_cap15_c10,-0.09211382042481886,0.10370348588926445,-1.749083008768827,-0.2860450160990511,756
ROLL_2011-03-04_2014-03-26,ret_gjr_norm_10a_cap15_c10,-0.09163799305313236,0.10641644758673413,-1.6968800228186391,-0.2850371221905248,756
ROLL_2011-03-04_2014-03-26,retEW094_12a_cap15_c10,-0.10265549123945084,0.11900828605749256,-1.607917692409273,-0.31540110095190943,756
ROLL_2011-03-04_2014-03-26,retEW097_12a_cap15_c10,-0.10662381066444071,0.1279778710737432,-1.5212046883230712,-0.3261606872255143,756
ROLL_2011-03-04_2014-03-26,ret_12a_cap15_c10,-0.10265549123945084,0.11900828605749256,-1.607917692409273,-0.31540110095190943,756
ROLL_2011-03-04_2014-03-26,ret_egarch_norm_12a_cap15_c10,-0.1022574956975113,0.12258054837144713,-1.55391042437112,-0.3146492872680051,756
ROLL_2011-03-04_2014-03-26,ret_egarch_std_12a_cap15_c10,-0.11064769937390462,0.12444418306711733,-1.6042363797491073,-0.33509966973337857,756
ROLL_2011-03-04_2014-03-26,ret_gjr_norm_12a_cap15_c10,-0.11015047141507883,0.12769973710408092,-1.5557229852011254,-0.3341125137478632,756
ROLL_2011-03-04_2014-03-26,retEW094_15a_cap15_c10,-0.1285725553321565,0.1487603575718657,-1.4564444943326507,-0.38132636188144253,756
ROLL_2011-03-04_2014-03-26,retEW097_15a_cap15_c10,-0.13383101082909643,0.15997069278690398,-1.3813670749294766,-0.39437584386626234,756
ROLL_2011-03-04_2014-03-26,ret_15a_cap15_c10,-0.1285725553321565,0.1487603575718657,-1.4564444943326507,-0.38132636188144253,756
ROLL_2011-03-04_2014-03-26,ret_egarch_norm_15a_cap15_c10,-0.12820956806021933,0.1532256854643089,-1.4068462221456781,-0.38073272664844493,756
ROLL_2011-03-04_2014-03-26,ret_egarch_std_15a_cap15_c10,-0.1385831789831241,0.15555339272082544,-1.4604383068668436,-0.40414629987111594,756
ROLL_2011-03-04_2014-03-26,ret_gjr_norm_15a_cap15_c10,-0.1380946112940048,0.15962288574817748,-1.415587405805681,-0.40327581114122846,756
ROLL_2011-04-06_2014-04-28,ret_bh,-0.1011519664135162,0.22860338096096056,-0.7455024776587769,-0.35814770503802784,756
ROLL_2011-04-06_2014-04-28,retEW094_10a_cap1_c10,-0.07902582250613832,0.10009204029016969,-1.670877354351775,-0.2646981521630303,756
ROLL_2011-04-06_2014-04-28,retEW097_10a_cap1_c10,-0.08247993602551285,0.10746155254739276,-1.5841624837777508,-0.2734162194529284,756
ROLL_2011-04-06_2014-04-28,ret_10a_cap1_c10,-0.07902582250613832,0.10009204029016969,-1.670877354351775,-0.2646981521630303,756
ROLL_2011-04-06_2014-04-28,ret_egarch_norm_10a_cap1_c10,-0.07834387554326627,0.10312874594986014,-1.6115146566730285,-0.26389087165966474,756
ROLL_2011-04-06_2014-04-28,ret_egarch_std_10a_cap1_c10,-0.08613613684473653,0.10447979892172148,-1.6705755595979677,-0.28144584632927594,756
ROLL_2011-04-06_2014-04-28,ret_gjr_norm_10a_cap1_c10,-0.08535979604729882,0.10724464274018695,-1.6168532222140215,-0.280431459749223,756
ROLL_2011-04-06_2014-04-28,retEW094_12a_cap1_c10,-0.09515893417537447,0.12011044834820361,-1.5211466339697846,-0.3109497902369599,756
ROLL_2011-04-06_2014-04-28,retEW097_12a_cap1_c10,-0.09939637847874594,0.1289538630568713,-1.4446875446513154,-0.3211125329837602,756
ROLL_2011-04-06_2014-04-28,ret_12a_cap1_c10,-0.09515893417537447,0.12011044834820361,-1.5211466339697846,-0.3109497902369599,756
ROLL_2011-04-06_2014-04-28,ret_egarch_norm_12a_cap1_c10,-0.0944230178530312,0.12375449513983214,-1.4661864902382922,-0.3101930882070306,756
ROLL_2011-04-06_2014-04-28,ret_egarch_std_12a_cap1_c10,-0.10363261909884969,0.12537575870606577,-1.5271300709622222,-0.32995295310477035,756
ROLL_2011-04-06_2014-04-28,ret_gjr_norm_12a_cap1_c10,-0.10278302570114928,0.12869357128822434,-1.477102339964671,-0.3289581559557685,756
ROLL_2011-04-06_2014-04-28,retEW094_15a_cap1_c10,-0.1194972056636262,0.15013806043525452,-1.371400923046001,-0.3762894649254891,756
ROLL_2011-04-06_2014-04-28,retEW097_15a_cap1_c10,-0.12449234498630113,0.16060757109124307,-1.3072509299213633,-0.38742888690118615,756
ROLL_2011-04-06_2014-04-28,ret_15a_cap1_c10,-0.1194972056636262,0.15013806043525452,-1.371400923046001,-0.3762894649254891,756
ROLL_2011-04-06_2014-04-28,ret_egarch_norm_15a_cap1_c10,-0.11872687576704155,0.1546931189247902,-1.3208448167736861,-0.3756909966443158,756
ROLL_2011-04-06_2014-04-28,ret_egarch_std_15a_cap1_c10,-0.12935046183549037,0.15608585806987382,-1.3853505622085318,-0.3967901636328852,756
ROLL_2011-04-06_2014-04-28,ret_gjr_norm_15a_cap1_c10,-0.12843647010568882,0.16024936108577975,-1.3386569694981096,-0.39590889015570796,756
ROLL_2011-04-06_2014-04-28,retEW094_10a_cap15_c10,-0.07902582250613832,0.10009204029016969,-1.670877354351775,-0.2646981521630303,756
ROLL_2011-04-06_2014-04-28,retEW097_10a_cap15_c10,-0.08247993602551285,0.10746155254739276,-1.5841624837777508,-0.2734162194529284,756
ROLL_2011-04-06_2014-04-28,ret_10a_cap15_c10,-0.07902582250613832,0.10009204029016969,-1.670877354351775,-0.2646981521630303,756
ROLL_2011-04-06_2014-04-28,ret_egarch_norm_10a_cap15_c10,-0.07834387554326627,0.10312874594986014,-1.6115146566730285,-0.26389087165966474,756
ROLL_2011-04-06_2014-04-28,ret_egarch_std_10a_cap15_c10,-0.08613613684473653,0.10447979892172148,-1.6705755595979677,-0.28144584632927594,756
ROLL_2011-04-06_2014-04-28,ret_gjr_norm_10a_cap15_c10,-0.08535979604729882,0.10724464274018695,-1.6168532222140215,-0.280431459749223,756
ROLL_2011-04-06_2014-04-28,retEW094_12a_cap15_c10,-0.09515893417537447,0.12011044834820361,-1.5211466339697846,-0.3109497902369599,756
ROLL_2011-04-06_2014-04-28,retEW097_12a_cap15_c10,-0.09939637847874594,0.1289538630568713,-1.4446875446513154,-0.3211125329837602,756
ROLL_2011-04-06_2014-04-28,ret_12a_cap15_c10,-0.09515893417537447,0.12011044834820361,-1.5211466339697846,-0.3109497902369599,756
ROLL_2011-04-06_2014-04-28,ret_egarch_norm_12a_cap15_c10,-0.0944230178530312,0.12375449513983214,-1.4661864902382922,-0.3101930882070306,756
ROLL_2011-04-06_2014-04-28,ret_egarch_std_12a_cap15_c10,-0.10363261909884969,0.12537575870606577,-1.5271300709622222,-0.32995295310477035,756
ROLL_2011-04-06_2014-04-28,ret_gjr_norm_12a_cap15_c10,-0.10278302570114928,0.12869357128822434,-1.477102339964671,-0.3289581559557685,756
ROLL_2011-04-06_2014-04-28,retEW094_15a_cap15_c10,-0.1194972056636262,0.15013806043525452,-1.371400923046001,-0.3762894649254891,756
ROLL_2011-04-06_2014-04-28,retEW097_15a_cap15_c10,-0.1250951435068378,0.16119073626176694,-1.3062238281729859,-0.3886933057055245,756
ROLL_2011-04-06_2014-04-28,ret_15a_cap15_c10,-0.1194972056636262,0.15013806043525452,-1.371400923046001,-0.3762894649254891,756
ROLL_2011-04-06_2014-04-28,ret_egarch_norm_15a_cap15_c10,-0.11872687576704155,0.1546931189247902,-1.3208448167736861,-0.3756909966443158,756
ROLL_2011-04-06_2014-04-28,ret_egarch_std_15a_cap15_c10,-0.130110891605705,0.15671791700118015,-1.3847247597490038,-0.39836932327403785,756
ROLL_2011-04-06_2014-04-28,ret_gjr_norm_15a_cap15_c10,-0.12919771646478273,0.16086523430315433,-1.338364513530632,-0.3974903949002925,756
ROLL_2011-05-09_2014-05-28,ret_bh,-0.06952487513477057,0.22886342713828828,-0.5924111876839817,-0.34918280459251005,756
ROLL_2011-05-09_2014-05-28,retEW094_10a_cap1_c10,-0.061425140247518883,0.09997723252902786,-1.4816480035461097,-0.2369911823755495,756
ROLL_2011-05-09_2014-05-28,retEW097_10a_cap1_c10,-0.06271660713010652,0.10711828609960129,-1.388851697793114,-0.2408819127356766,756
ROLL_2011-05-09_2014-05-28,ret_10a_cap1_c10,-0.061425140247518883,0.09997723252902786,-1.4816480035461097,-0.2369911823755495,756
ROLL_2011-05-09_2014-05-28,ret_egarch_norm_10a_cap1_c10,-0.060722202400853575,0.10301681987891187,-1.4276590207701865,-0.23615348266872016,756
ROLL_2011-05-09_2014-05-28,ret_egarch_std_10a_cap1_c10,-0.06633994349268713,0.10413418211147643,-1.468861629402494,-0.24937301687110958,756
ROLL_2011-05-09_2014-05-28,ret_gjr_norm_10a_cap1_c10,-0.06553547782594549,0.10690766820839054,-1.4199403096250693,-0.24831335291339407,756
ROLL_2011-05-09_2014-05-28,retEW094_12a_cap1_c10,-0.07436471732302274,0.11997267903483343,-1.3320537371070564,-0.2796151282071839,756
ROLL_2011-05-09_2014-05-28,retEW097_12a_cap1_c10,-0.07605797503676737,0.12854194331952154,-1.24921849457338,-0.28439434482331616,756
ROLL_2011-05-09_2014-05-28,ret_12a_cap1_c10,-0.07436471732302274,0.11997267903483343,-1.3320537371070564,-0.2796151282071839,756
ROLL_2011-05-09_2014-05-28,ret_egarch_norm_12a_cap1_c10,-0.07360247550232712,0.12362018385469423,-1.2824760056489422,-0.2788240150385175,756
ROLL_2011-05-09_2014-05-28,ret_egarch_std_12a_cap1_c10,-0.08027211853105409,0.12496101853377171,-1.3252321320720761,-0.29382666792501,756
ROLL_2011-05-09_2014-05-28,ret_gjr_norm_12a_cap1_c10,-0.0793870291277885,0.12828920185006865,-1.2800367107438402,-0.2927782352504621,756
ROLL_2011-05-09_2014-05-28,retEW094_15a_cap1_c10,-0.09412403405060332,0.14996584879354177,-1.18245244964576,-0.34053042714427584,756
ROLL_2011-05-09_2014-05-28,retEW097_15a_cap1_c10,-0.09620005533664788,0.1601098187992616,-1.1120099404642387,-0.34598836499140095,756
ROLL_2011-05-09_2014-05-28,ret_15a_cap1_c10,-0.09412403405060332,0.14996584879354177,-1.18245244964576,-0.34053042714427584,756
ROLL_2011-05-09_2014-05-28,ret_egarch_norm_15a_cap1_c10,-0.09331999976404748,0.15452522981836778,-1.1372867775553073,-0.3398976470330567,756
ROLL_2011-05-09_2014-05-28,ret_egarch_std_15a_cap1_c10,-0.1012040789222669,0.15560128773699855,-1.184496873019363,-0.3564324299918997,756
ROLL_2011-05-09_2014-05-28,ret_gjr_norm_15a_cap1_c10,-0.10024424960092204,0.15977698713666963,-1.1426866805907827,-0.3554921949426253,756
ROLL_2011-05-09_2014-05-28,retEW094_10a_cap15_c10,-0.061425140247518883,0.09997723252902786,-1.4816480035461097,-0.2369911823755495,756
ROLL_2011-05-09_2014-05-28,retEW097_10a_cap15_c10,-0.06271660713010652,0.10711828609960129,-1.388851697793114,-0.2408819127356766,756
ROLL_2011-05-09_2014-05-28,ret_10a_cap15_c10,-0.061425140247518883,0.09997723252902786,-1.4816480035461097,-0.2369911823755495,756
ROLL_2011-05-09_2014-05-28,ret_egarch_norm_10a_cap15_c10,-0.060722202400853575,0.10301681987891187,-1.4276590207701865,-0.23615348266872016,756
ROLL_2011-05-09_2014-05-28,ret_egarch_std_10a_cap15_c10,-0.06633994349268713,0.10413418211147643,-1.468861629402494,-0.24937301687110958,756
ROLL_2011-05-09_2014-05-28,ret_gjr_norm_10a_cap15_c10,-0.06553547782594549,0.10690766820839054,-1.4199403096250693,-0.24831335291339407,756
ROLL_2011-05-09_2014-05-28,retEW094_12a_cap15_c10,-0.07436471732302274,0.11997267903483343,-1.3320537371070564,-0.2796151282071839,756
ROLL_2011-05-09_2014-05-28,retEW097_12a_cap15_c10,-0.07605797503676737,0.12854194331952154,-1.24921849457338,-0.28439434482331616,756
ROLL_2011-05-09_2014-05-28,ret_12a_cap15_c10,-0.07436471732302274,0.11997267903483343,-1.3320537371070564,-0.2796151282071839,756
ROLL_2011-05-09_2014-05-28,ret_egarch_norm_12a_cap15_c10,-0.07360247550232712,0.12362018385469423,-1.2824760056489422,-0.2788240150385175,756
ROLL_2011-05-09_2014-05-28,ret_egarch_std_12a_cap15_c10,-0.08027211853105409,0.12496101853377171,-1.3252321320720761,-0.29382666792501,756
ROLL_2011-05-09_2014-05-28,ret_gjr_norm_12a_cap15_c10,-0.0793870291277885,0.12828920185006865,-1.2800367107438402,-0.2927782352504621,756
ROLL_2011-05-09_2014-05-28,retEW094_15a_cap15_c10,-0.09412403405060332,0.14996584879354177,-1.18245244964576,-0.34053042714427584,756
ROLL_2011-05-09_2014-05-28,retEW097_15a_cap15_c10,-0.09663677409504867,0.1606755211236014,-1.1105495320736698,-0.3469359679243278,756
ROLL_2011-05-09_2014-05-28,ret_15a_cap15_c10,-0.09412403405060332,0.14996584879354177,-1.18245244964576,-0.34053042714427584,756
